"en_airport","ko_airport","iata_code","icao_code","region","en_country","ko_country","en_city","ko_city","time_diff","des"
Makemo Airport,마케모 공항,MKP,NTGM,아시아태평양,French Polynesia,프랑스령 폴리네시아,Makemo,마케모,-19.0,마케모
Makin Airport,마킨 공항,MTK,NGMN,아시아태평양,Kiribati,키리바시,Makin Island,마킨 제도,3.0,마킨 제도
Makkovik Airport,마코빅 공항,YMN,CYFT,북미캐나다,Canada,캐나다,Makkovik,마코빅,-12.5,마코빅
Maku International Airport,마쿠 국제 공항,IMQ,OITU,중동아프리카,Iran,이란,Maku,마쿠,-4.5,마쿠
Makurdi Airport,마쿠르디 공항,MDI,DNMK,중동아프리카,Nigeria,나이지리아,Makurdi,마쿠르디,-8.0,마쿠르디
Malabo International Airport,말라보 국제공항,SSG,FGSL,중동아프리카,Equatorial Guinea,적도 기니,Malabo,말라보,-8.0,말라보
Malacca International Airport,말라카 국제 공항,MKZ,WMKM,아시아태평양,Malaysia,말레이시아,Malacca,말라카,-1.0,말라카
Malaga Airport,말라가 공항,AGP,LEMG,유럽,Spain,스페인,Malaga,말라가,-7.0,말라가
Malaita Manaoba Island Baenalu Airport,마나오바섬 바에날루 공항,MHM,n/a,아시아태평양,Solomon Islands,솔로몬 제도,Manaoba Island,마나오바 제도,2.0,마나오바 제도
Malakal Airport,말라칼 공항,MAK,HSSM,중동아프리카,South Sudan,수단,Malakal,말라칼,-6.0,말라칼
Malanje Airport,말란제 공항,MEG,FNMA,중동아프리카,Angola,앙골라,Malanje,말란제,-8.0,말란제
Malatya Erhac Airport,말라티아 에르학 공항,MLX,LTAT,유럽,Turkey,터키,Malatya,말라티아,-6.0,말라티아
Malda Airport,말다 공항,LDA,VEMH,아시아태평양,India,인도,Malda,말다,-3.0,말다
Malekoula Airport,말레쿨라 공항,LPM,NVSL,아시아태평양,Vanuatu,바누아투,Lamap,라마프,3.0,라마프
Maleo Airport,말레오 공항,MOH,WAFO,아시아태평양,Indonesia,인도네시아,Morowali,모로왈리,-2.0,모로왈리
Malikus Saleh Airport,말리쿠스 살레 공항,LSW,WITM,아시아태평양,Indonesia,인도네시아,Lhokseumawe,록세우마웨,-2.0,록세우마웨
Malinau Robert Atty Bessing Airport,말리나우 로버트 애티 베싱 공항,LNU,WALM,아시아태평양,Indonesia,인도네시아,Malinau,말리나우,-2.0,말리나우
Malindi Airport,말린디 공항,MYD,HKML,중동아프리카,Kenya,케냐,Malindi,말린디,-6.0,말린디
Mallam Aminu Kano International Airport,말람 아미누 카노 국제공항,KAN,DNKN,중동아프리카,Nigeria,나이지리아,Kano,카노,-8.0,카노
Malm Airport,말뫼 공항,MMX,ESMS,유럽,Sweden,스웨덴,Malm,말뫼,-7.0,말뫼
Maloelap Airport,말로엘랍 공항,MAV,n/a,아시아태평양,Marshall Islands,마샬 군도,Maloelap Atol,말로엘라프 아톨,3.0,말로엘라프 아톨
Malolo Lailai Airport,말롤로 라이라이 공항,PTF,NFFO,아시아태평양,Fiji,피지,Malolo Lailai,말로로 라일라이,3.0,말로로 라일라이
Malta Airport,몰타 공항,MLK,n/a,북미캐나다,United States,미국,Malta,몰타,-7.0,몰타
Malta International Airport,몰타 국제 공항,MLA,LMML,유럽,Malta,몰타,Malta,몰타,-7.0,몰타
Mamburao Airport,맘부라오 공항,MBO,RPUM,아시아태평양,Philippines,필리핀,Mamburao,맘부라오,-1.0,맘부라오
Mamitupu Airport,마미투푸 공항,MPI,n/a,중남미,Panama,파나마,Mamitupo,마미투포,-14.0,마미투포
Mammoth Yosemite Airport,맘모스 요세미티 공항,MMH,KMMH,북미캐나다,United States,미국,Mammoth Lakes,매머드 레이크스,-16.0,매머드 레이크스
Man Airport,맨 공항,MJC,DIMN,중동아프리카,Cote d'Ivoire,코트디부아르,Man,만,-9.0,만
Man Maya Airport,만 마야 공항,n/a,VNKD,아시아태평양,Nepal,네팔,Khanidanda,카니다다,-3.75,카니다다
Mana Island Airport,마나 아일랜드 공항,MNF,NFMA,아시아태평양,Fiji,피지,Mana Island,마나 제도,3.0,마나 제도
Mananara Nord Airport,마나나라 노르드 공항,WMR,FMNC,중동아프리카,Madagascar,마다가스카르,Mananara Nord,마나나라 노르,-6.0,마나나라 노르
Mananjary Airport,마난자리 공항,MNJ,FMSM,중동아프리카,Madagascar,마다가스카르,Mananjary,마난자리,-6.0,마난자리
Manas International Airport,마나스 국제 공항,FRU,UCFM,아시아태평양,Kyrgyzstan,키르기스스탄,Bishkek,비슈케크,-4.0,비슈케크
Manassas Regional Airport,매너서스 지역공항,MNZ,KHEF,북미캐나다,United States,미국,Manassas,매너서스,-13.0,매너서스
Manaung Airport,마나웅 공항,MGU,VYMN,아시아태평양,Myanmar,미얀마,Manaung,마나웅,-2.5,마나웅
Manchester Airport,맨체스터 공항,MAN,EGCC,유럽,United Kingdom,영국,Manchester,맨체스터,-8.0,맨체스터
Manchester Boston Regional Airport,맨체스터 보스턴 공항,MHT,KMHT,북미캐나다,United States,미국,Manchester,맨체스터,-8.0,맨체스터
Manda Airport,만다 공항,LAU,HKLU,중동아프리카,Kenya,케냐,Lamu,라무,-6.0,라무
Mandalay International Airport,만달레이 국제 공항,MDL,VYMD,아시아태평양,Myanmar,미얀마,Mandalay,만달레이,-2.5,만달레이
Mandera Airport,만데라 공항,NDE,HKMA,중동아프리카,Kenya,케냐,Mandera,만데라,-6.0,만데라
Mandinga Airport,만딩가 공항,COG,SKCD,중남미,Colombia,콜롬비아,Condoto,콘도토,-14.0,콘도토
Mangaia Airport,망가이아 공항,MGS,NCMG,아시아태평양,Cook Islands,쿡 군도,Mangaia Island,망가이아 제도,-19.0,망가이아 제도
Mangalore Airport,망갈로르 공항,IXE,VOML,아시아태평양,India,인도,Mangalore,망갈로르,-3.5,망갈로르
Manhattan Regional Airport,맨해튼 공항,MHK,KMHK,북미캐나다,United States,미국,Manhattan,맨해튼,-14.0,맨해튼
Manhuacu Elias Breder Airport,마누아쿠 엘리아스 브레더 공항,JMA,n/a,중남미,Brazil,브라질,Manhuacu,마냐수,-12.0,마냐수
Manicore Airport,마니코레 공항,MNX,SBMY,중남미,Brazil,브라질,Manicore,마니코레,-13.0,마니코레
Maniitsoq Airport,마니초크 공항,JSU,BGMQ,유럽,Greenland,그린란드,Maniitsoq,마니이톡,-11.0,마니이톡
Maningrida Airport,마닝리다 공항,MNG,YMGD,대양주,Australia,오스트레일리아,Maningrida,매닝그리다,0.5,매닝그리다
Manistee County Blacker Airport,매니스티 카운티 블래커 공항,MBL,KMBL,북미캐나다,United States,미국,Manistee,매니스티,-14.0,매니스티
Manitowoc County Airport,매니토웍 카운티 공항,MTW,KMTW,북미캐나다,United States,미국,Manitowoc,매니토웍,-14.0,매니토웍
Manja Airport,만자 공항,MJA,FMSJ,중동아프리카,Madagascar,마다가스카르,Manja,만자,-6.0,만자
Mankato Regional Airport,맨케이토 지역 공항,MKT,KMKT,북미캐나다,United States,미국,Alaska,알래스카,-18.0,알래스카
Manley Hot Springs Airport,맨리 핫 스프링스 공항,MLY,PAML,북미캐나다,United States,미국,Manley Hot Springs,맨리 핫 스프링스,-17.0,맨리 핫 스프링스
Mannheim City Airport,만하임 시티 공항,MHG,EDFM,유럽,Germany,독일,Mannheim,만하임,-7.0,만하임
Mano Dayak International Airport,마노 다약 국제 공항,AJY,DRZA,중동아프리카,Niger,니제르,Agadez,아가데즈,-8.0,아가데즈
Manohar International Airport,마노하르 국제 공항,GOX,VOGA,아시아태평양,India,인도,Mopa,모파,-3.5,모파
Manokotak Airport,마노코탁 공항,KMO,PAMB,북미캐나다,United States,미국,Manokotak,마노코타크,-17.0,마노코타크
Manono Airport,마노노 공항,MNO,FZRA,중동아프리카,"Congo, Democratic Republic of",콩고 민주공화국,Manono,마노노,-8.0,마노노
Mansa Airport,만사 공항,MNS,FLMA,중동아프리카,Zambia,잠비아,Mansa,만사,-7.0,만사
MansFieldLahm Regional Airport,맨스필드 람 공항,MFD,KMFD,북미캐나다,United States,미국,Mansfield,맨스필드,-13.0,맨스필드
Mansons Landing Water Aerodrome,맨슨스 상륙 수상 비행장,YMU,n/a,북미캐나다,Canada,캐나다,Mansons Landing,맨슨즈 랜딩,-16.0,맨슨즈 랜딩
Manuel Carlos Piar Guayana Airport,마누엘 카를로스 피아르 과야나 공항,PZO,SVPR,중남미,Venezuela,베네수엘라,Puerto Ordaz,푸에르토 오르다스,-13.0,푸에르토 오르다스
Manuel Crescencio Rejon International Airport,마누엘 크레센시오 레혼 국제 공항,MID,MMMD,중남미,Mexico,멕시코,Merida,메리다,-15.0,메리다
Manuel Marquez de Leon International Airport,마누엘 마르케스 데 레온 국제 공항,LAP,MMLP,중남미,Mexico,멕시코,La Paz,라파스,-13.0,라파스
Manuel Prado Ugarteche Airport,마누엘 프라도 우가르테체 공항,MZA,n/a,중남미,Peru,페루,Mazamari,마사마리,-14.0,마사마리
Manzhouli Xijiao Airport,만주리 시자오 공항,NZH,ZBMZ,아시아태평양,China,중국,Manzhouli,만저우리,-1.0,만저우리
Maota Airport,마오타 공항,MXS,NSMA,아시아태평양,Samoa,사모아,Maota,마오타,2.0,마오타
Maple Bay Seaplane Base,메이플 베이 수상 비행기 기지,YAQ,n/a,북미캐나다,Canada,캐나다,Maple Bay,메이플 베이,-17.0,메이플 베이
Maprik Hayfield Airport,마프리크 헤이필드 공항,n/a,n/a,아시아태평양,Papua New Guinea,파푸아뉴기니,Maprik Hayfield,마프릭 헤이필드,1.0,마프릭 헤이필드
Maputo International Airport,마푸토 국제 공항,MPM,FQMA,중동아프리카,Mozambique,모잠비크,Maputo,마푸투,-7.0,마푸투
Mara North Airport,마라노스 공항,HKR,n/a,중동아프리카,Kenya,케냐,Mara North,마라 노스,-6.0,마라 노스
Mara Serena Airport,마라 세레나 공항,MRE,HKMS,중동아프리카,Kenya,케냐,Masai Mara,마사이 마라,-6.0,마사이 마라
Maradi Airport,마라디 공항,MFQ,DRRM,중동아프리카,Niger,니제르,Maradi,마라디,-8.0,마라디
Marakei Airport,마라케이 공항,MZK,NGMK,아시아태평양,Kiribati,키리바시,Marakei,마라케이,3.0,마라케이
Maratua Island Airport,마라투아섬 공항,n/a,n/a,아시아태평양,Indonesia,인도네시아,Maratua Island,마라투아 제도,-1.0,마라투아 제도
Marau Airport,마라우 공항,RUS,AGGU,아시아태평양,Solomon Islands,솔로몬 제도,Marau,마라우,-12.0,마라우
Mardin Airport,마르딘 공항,MQM,LTCR,유럽,Turkey,터키,Mardin,마르딘,-6.0,마르딘
Mare Airport,마레 공항,MEE,NWWR,아시아태평양,New Caledonia,뉴칼레도니아,Mare,마레,2.0,마레
Marechal Cunha Machado International Airport,마레찰 쿠냐 마차도 국제공항,SLZ,SBSL,중남미,Brazil,브라질,Sao LuIs,상 루이스,-12.0,상 루이스
Marechal Rondon International Airport,마레샬 론돈 국제공항,CGB,SBCY,중남미,Brazil,브라질,Cuiaba,쿠이아바,-13.0,쿠이아바
Mareeba Airfield,마레바 비행장,MRG,YMBA,대양주,Australia,오스트레일리아,Mareeba,마리바,1.0,마리바
Margaret Ekpo International Airport,마가렛 에크포 국제공항,CBQ,DNCA,중동아프리카,Nigeria,나이지리아,Calabar,칼라바르,-8.0,칼라바르
Margate Airport,마게이트 공항,MGH,FAMG,중동아프리카,South Africa,남아프리카,Margate,마게이트,-8.0,마게이트
Maria Dolores Airport,마리아 돌로레스 공항,LSQ,SCGE,중남미,Chile,칠레,Los angeles,로스앤젤레스,-16.0,로스앤젤레스
MarIa Montez International Airport,마리아 몬테스 국제 공항,BRX,MDBH,중남미,Dominican Republic,도미니카공화국,Barahona,바라오나,-14.0,바라오나
Maria Reiche Neuman Airport,마리아 라이헤 노이만 공항,n/a,SPZA,중남미,Peru,페루,Nazca,나스카,-14.0,나스카
Mariana Grajales Airport,마리아나 그라할레스 공항,GAO,MUGT,중남미,Cuba,쿠바,Guantanamo,관타나모,-13.0,관타나모
Maribor Edvard Rusjan Airport,마리보르 에드바르드 루잔 공항,MBX,LJMB,유럽,Slovenia,슬로베니아,Maribor,마리보르,-7.0,마리보르
Mariehamn Airport,마리에함 공항,MHQ,EFMA,유럽,Finland,핀란드,Mariehamn,마리에함,-7.0,마리에함
Marina di Campo Airport,마리나 디 캄포 공항,EBA,LIRJ,유럽,Italy,이탈리아,Elba,엘바,-7.0,엘바
Marinda Airport,마린다 공항,RJM,n/a,아시아태평양,Indonesia,인도네시아,Waisai,와이사이,0.0,와이사이
Marinduque Airport,마린두케 공항,MRQ,RPUW,아시아태평양,Philippines,필리핀,Marinduque Island,마린두케 제도,-1.0,마린두케 제도
Marine Corps Air Station Iwakuni,해병대 비행장 이와쿠니,IWK,RJOI,아시아태평양,Japan,일본,Iwakuni,이와쿠니,0.0,이와쿠니
Mario de Almeida Franco Airport,마리오 데 알메이다 프랑코 공항,UBA,SBUR,중남미,Brazil,브라질,Uberaba,우베라바,-12.0,우베라바
Mario Pereira Lopes Airport,마리오 페레이라 로페스 공항,QSC,SDSC,중남미,Brazil,브라질,Sao Carlos,상 카를루스,-12.0,상 카를루스
Marion Municipal Airport,매리언 공항,MNN,KMNN,북미캐나다,United States,미국,Marion,매리언,-14.0,매리언
Mariscal Lamar International Airport,마리스칼 라마르 국제공항,CUE,SECU,중남미,Ecuador,에콰도르,Cuenca,쿠엥카,-14.0,쿠엥카
Mariscal Sucre Airport,마리스칼 수크레 공항,MYC,SVBS,중남미,Venezuela,베네수엘라,Maracay,마라카이,-13.0,마라카이
Mariscal Sucre International Airport,마리스칼 수크레 국제 공항,UIO,SEQM,중남미,Ecuador,에콰도르,Quito,키토,-14.0,키토
Mariupol International Airport,마리우폴 국제 공항,MPW,UKCM,유럽,Ukraine,우크라이나,Mariupol,마리우폴,-7.0,마리우폴
Markovo Airport,마르코보 공항,KVM,UHMO,유럽,Russia,러시아,Markovo,마르코보,-18.0,마르코보
Marmul Airport,마르물 공항,OMM,OOMX,중동아프리카,Oman,오만,Marmul,마르물,-5.0,마르물
Maroantsetra Airport,마로안세트라 공항,WMN,FMNR,중동아프리카,Madagascar,마다가스카르,Maroantsetra,마로안세트라,-6.0,마로안세트라
Marrakesh Menara Airport,마라케시 메나라 공항,RAK,GMMX,중동아프리카,Morocco,모로코,Marrakesh,마라케시,-8.0,마라케시
Marsa Alam International Airport,마르사 알람 국제 공항,RMF,HEMA,중동아프리카,Egypt,이집트,Marsa Alam,마르사 알람,-7.0,마르사 알람
Marsa Matruh International Airport,마르사 마트루 국제공항,MUH,HEMM,중동아프리카,Egypt,이집트,Mersa Matruh,메르사 마트루흐,-7.0,메르사 마트루흐
Marseille Provence Airport,마르세유 프로방스 공항,MRS,LFML,유럽,France,프랑스,Marseille,마르세유,-7.0,마르세유
Marsh Harbour Airport,마시 하버 공항,MHH,MYAM,중남미,Bahamas,바하마,Marsh Harbour,마시 하버,-14.0,마시 하버
Marshall Don Hunter Sr. Airport,마샬 돈 헌터 시니어 공항,MLL,PADM,북미캐나다,United States,미국,Marshall,마셜,-18.0,마셜
Marshall Islands International Airport,마셜 제도 국제공항,MAJ,PKMJ,아시아태평양,Marshall Islands,마샬 군도,Majuro,마주로,3.0,마주로
Martha's Vineyard Airport,마사스 빈야드 공항,MVY,KMVY,북미캐나다,United States,미국,Marthas Vineyard,마서스 빈야드,-13.0,마서스 빈야드
MartIn Miguel de Gemes International Airport,마르틴 미겔 데 구에메스 국제 공항,SLA,SASA,중남미,Argentina,아르헨티나,Salta,살타,-12.0,살타
Martin State Airport,마틴 스테이트 공항,MTN,KMTN,북미캐나다,United States,미국,Baltimore,볼티모어,-13.0,볼티모어
Martinique Aime Cesaire International Airport,마르티니크 에메 세자르 국제 공항,FDF,TFFF,중남미,Martinique,마르티니크,Fort de France,포르 드 프랑스,-13.0,포르 드 프랑스
Marudi Airport,마루디 공항,MUR,WBGM,아시아태평양,Malaysia,말레이시아,Marudi,마루디,-1.0,마루디
Mary International Airport,메리 국제 공항,MYP,UTAM,아시아태평양,Turkmenistan,투르크메니스탄,Mary,메리,-4.0,메리
Mary's Harbour Airport,메리스 하버 공항,YMH,CYMH,북미캐나다,Canada,캐나다,Mary's Harbour,메리 하버,-12.5,메리 하버
Mashhad International Airport,마슈하드 국제공항,MHD,OIMM,중동아프리카,Iran,이란,Mashhad,마슈하드,-5.5,마슈하드
Mason City Municipal Airport,메이슨 시티 공항,MCW,KMCW,북미캐나다,United States,미국,Mason City,메이슨 시티,-14.0,메이슨 시티
Massawa International Airport,마사와 국제 공항,MSW,HHMS,중동아프리카,Eritrea,에리트레아,Massawa,마사와,-6.0,마사와
Massena International Airport,마세나 국제공항,MSS,KMSS,북미캐나다,United States,미국,Massena,마세나,-13.0,마세나
Masset Airport,마세트 공항,ZMT,CZMT,북미캐나다,Canada,캐나다,Masset,매싯,-17.0,매싯
Matadi Tshimpi Airport,마타디 침피 공항,MAT,FZAM,중동아프리카,"Congo, Democratic Republic of",콩고 민주공화국,Matadi,마타디,-8.0,마타디
Matahora Airport,마타호라 공항,WNI,WAWD,아시아태평양,Indonesia,인도네시아,Wangi-wangi Island,왕이왕이 제도,-1.0,왕이왕이 제도
Mataiva Airport,마타이바 공항,MVT,NTGV,아시아태평양,French Polynesia,프랑스령 폴리네시아,Mataiva,마타이바,-19.0,마타이바
Matak Airport,마탁 공항,MWK,WIOM,아시아태평양,Indonesia,인도네시아,Matak,마탁,-2.0,마탁
Matari Airport,마타리 공항,IRP,FZJH,중동아프리카,"Congo, Democratic Republic of",콩고 민주공화국,Isiro,이시로,-7.0,이시로
Mataveri International Airport,마타베리 국제공항,IPC,SCIP,중남미,Chile,칠레,Easter Island,이스터 섬,-15.0,이스터 섬
Matecana International Airport,마테카냐 국제공항,PEI,SKPE,중남미,Colombia,콜롬비아,Pereira,페레이라,-14.0,페레이라
Matei Airport,마테이 공항,TVU,NFNM,아시아태평양,Fiji,피지,Taveuni,타베우니,3.0,타베우니
Mati Airport,마티 공항,MXI,RPMQ,아시아태평양,Philippines,필리핀,Mati,마티,-1.0,마티
Matsapha Airport,매츠파 공항,MTS,FDMS,중동아프리카,Eswatini,에스와티니,Manzini,만지니,-7.0,만지니
Matsu Beigan Airport,마쓰베이간 공항,MFK,RCMT,아시아태평양,Taiwan,대만,Matsu,마츠,-1.0,마츠
Matsu Nangan Airport,마쓰 난간 공항,LZN,RCFG,아시아태평양,Taiwan,대만,Matsu,마츠,-1.0,마츠
Matsumoto Airport,마츠모토 공항,MMJ,RJAF,아시아태평양,Japan,일본,Matsumoto,마쓰모토,0.0,마쓰모토
Matsuyama Airport,마쓰야마 공항,MYJ,RJOM,아시아태평양,Japan,일본,Matsuyama,마쓰야마,0.0,마쓰야마
Mattala Rajapaksa International Airport,마탈라 라자팍사 국제공항,HRI,VCRI,아시아태평양,Sri Lanka,스리랑카,Hambantota,함반토타,-3.5,함반토타
Matthew Spain Airport,매튜 스페인 공항,SQS,n/a,중남미,Belize,벨리즈,Belize City,벨리즈 시티,-15.0,벨리즈 시티
Mau Hau Airport,마우하우 공항,WGP,WATU,아시아태평양,Indonesia,인도네시아,Waingapu,와잉아푸,-1.0,와잉아푸
Mauke Airport,마우케 공항,MUK,NCMK,아시아태평양,Cook Islands,쿡 군도,Mauke Island,마우케 제도,-19.0,마우케 제도
Maun Airport,마운 공항,MUB,FBMN,중동아프리카,Botswana,보츠와나,Maun,마운,-7.0,마운
Maupiti Airport,마우피티 공항,MAU,NTTP,아시아태평양,French Polynesia,프랑스령 폴리네시아,Maupiti,마우피티,-19.0,마우피티
Maurice Bishop International Airport,모리스 비숍 국제 공항,GND,TGPY,중남미,Grenada,그라나다,Grenada,그레나다,-13.0,그레나다
Mawella Lagoon Seaplane Base,마웰라 라군 수상비행기 기지,DIW,n/a,아시아태평양,Sri Lanka,스리랑카,Dickwella,딕웰라,-3.5,딕웰라
Mawlamyaing Airport,마울라먀잉 공항,MNU,VYMM,아시아태평양,Myanmar,미얀마,Mawlamyine,모울메인,-2.5,모울메인
Maya Maya Airport,마야 마야 공항,BZV,FCBB,중동아프리카,Republic of the Congo,콩고,Brazzaville,브라자빌,-8.0,브라자빌
Mayaguana Airport,마야과나 공항,MYG,MYMM,중남미,Bahamas,바하마,Mayaguana,마야구아나,-13.0,마야구아나
Maymana Airport,마이마나 공항,MMZ,OAMN,중동아프리카,Afghanistan,아프가니스탄,Maymana,마이마나,-4.5,마이마나
Mayne Island Water Aerodrome,메이네 아일랜드 수상비행장,YAV,n/a,북미캐나다,Canada,캐나다,Mayne Island,메인 아일랜드,-16.0,메인 아일랜드
Mayo Airport,메이요 공항,YMA,CYMA,북미캐나다,Canada,캐나다,Mayo,마요,-16.0,마요
Mayor Buenaventura Vivas Airport,시장 부에나벤투라 비바스 공항,STD,SVSO,중남미,Venezuela,베네수엘라,Santo Domingo,산토 도밍고,-14.0,산토 도밍고
Mayor General FAP Armando Revoredo Iglesias Airport,메이저 제네랄 FAP 아르만도 로베레도 이글레시아스 공항,CJA,SPJR,중남미,Peru,페루,Cajamarca,카하마르카,-14.0,카하마르카
Mazamari Airport,마자마리 공항,n/a,SPMF,중남미,Peru,페루,Mazamari,마사마리,-14.0,마사마리
Mazar e Sharif International Airport,마자르에 샤리프 국제공항,MZR,OAMS,중동아프리카,Afghanistan,아프가니스탄,Mazar-i-Sharif,마자르이샤리프,-4.5,마자르이샤리프
Mbala Airport,음발라 공항,MMQ,FLBA,중동아프리카,Zambia,잠비아,Mbala,음발라,-7.0,음발라
Mbandaka Airport,음반다카 공항,MDK,FZEA,중동아프리카,"Congo, Democratic Republic of",콩고 민주공화국,Mbandaka,음반다카,-8.0,음반다카
Mbanza Congo Airport,음반자 콩고 공항,SSY,FNBC,중동아프리카,Angola,앙골라,Mbanza-Congo,음반자 콩고,-8.0,음반자 콩고
Mbeya Airport,음베야 공항,MBI,HTMB,중동아프리카,Tanzania,탄자니아,Mbeya,음베야,-6.0,음베야
Mbeya Songwe Airport,음베야 송웨 공항,n/a,HTGW,중동아프리카,Tanzania,탄자니아,Mbeya,음베야,-6.0,음베야
MBS International Airport,MBS 국제공항,MBS,KMBS,북미캐나다,United States,미국,Saginaw,새기너,-14.0,새기너
Mbuji Mayi Airport,음부지 마이 공항,MJM,FZWA,중동아프리카,"Congo, Democratic Republic of",콩고 민주공화국,MbujiMayi,음부지마이,-7.0,음부지마이
McAllen Miller International Airport,매캘런 밀러 국제 공항,MFE,KMFE,북미캐나다,United States,미국,McAllen,맥앨런,-15.0,맥앨런
McArthur River Mine Airport,맥아더 리버 마인 공항,MCV,YMHU,대양주,Australia,오스트레일리아,McArthur River,맥아더 리버,0.5,맥아더 리버
McChord Field,맥코드 필드,TCM,KTCM,북미캐나다,United States,미국,Tacoma,타코마,-16.0,타코마
McClellan Palomar Airport,매클렐런 팔로마 공항,CLD,KCRQ,북미캐나다,United States,미국,Carlsbad,칼즈배드,-16.0,칼즈배드
McCook Ben Nelson Regional Airport,맥쿡 벤 넬슨 공항,MCK,KMCK,북미캐나다,United States,미국,McCook,매쿡,-15.0,매쿡
McGhee Tyson Airport,맥기 타이슨 공항,TYS,KTYS,북미캐나다,United States,미국,Knoxville,녹스빌,-14.0,녹스빌
McGrath Airport,맥그래스 공항,MCG,PAMC,북미캐나다,United States,미국,McGrath,맥그래스,-18.0,맥그래스
McGuire Air Force Base,맥과이어 공군기지,WRI,KWRI,북미캐나다,United States,미국,Wrightstown,라이츠타운,-13.0,라이츠타운
McKellar Sipes Regional Airport,맥켈러 사이프스 공항,MKL,KMKL,북미캐나다,United States,미국,Jackson,잭슨,-13.0,잭슨
McKinney National Airport,매키니 국립공항,n/a,KTKI,북미캐나다,United States,미국,Dallas,댈러스,-15.0,댈러스
McNary Field,맥네리 필드,SLE,KSLE,북미캐나다,United States,미국,Salem,살렘,-3.5,살렘
Meadows FieldAirport,메도우즈 필드 공항,BFL,KBFL,북미캐나다,United States,미국,Bakersfield,베이커스필드,-16.0,베이커스필드
Mecheria Airport,메체리아 공항,MZW,DAAY,중동아프리카,Algeria,알제리,Mecheria,메체리아,-8.0,메체리아
Medan Polonia Airport,메단 폴로니아 공항,MES,WIMK,아시아태평양,Indonesia,인도네시아,Medan,메단,-2.0,메단
Medicine Hat Airport,메디신햇 공항,YXH,CYXH,북미캐나다,Canada,캐나다,Medicine Hat,메디신 햇,-15.0,메디신 햇
Medina Airport,메디나 공항,MND,n/a,중남미,Colombia,콜롬비아,Medina,메디나,-6.0,메디나
Meekatharra Airport,미카타라 공항,MKR,YMEK,대양주,Australia,오스트레일리아,Meekatharra,미카타라,-1.0,미카타라
Meerut Bheem Rao Ambedkar Airport,미루트 비헴 라오 암베드카르 공항,n/a,n/a,아시아태평양,India,인도,Meerut,메루트,-3.5,메루트
Meghauli Airport,메가울리 공항,MEY,VNMG,아시아태평양,Nepal,네팔,Meghauli,메가울리,-3.75,메가울리
Mehamn Airport,메함 공항,MEH,ENMH,유럽,Norway,노르웨이,Mehamn,메함,-7.0,메함
Mehrabad International Airport,메흐라바드 국제 공항,THR,OIII,중동아프리카,Iran,이란,Tehran,테헤란,-5.5,테헤란
Meixian Airport,메이셴 공항,MXZ,ZGMX,아시아태평양,China,중국,Meixian,메이셴,-1.0,메이셴
Mejit Airport,메짓 공항,MJB,n/a,아시아태평양,Marshall Islands,마샬 군도,Mejit Island,메지트 제도,3.0,메지트 제도
Mekoryuk Airport,메코류크 공항,MYU,PAMY,북미캐나다,United States,미국,Mekoryuk,메코류크,-18.0,메코류크
Melangguane Airport,멜랑구아니 공항,MNA,WAMN,아시아태평양,Indonesia,인도네시아,Melonguane,멜롱구안,-1.0,멜롱구안
Melbourne Airport,멜버른 공항,MEL,YMML,대양주,Australia,오스트레일리아,Melbourne,멜버른,1.0,멜버른
Melbourne Orlando International Airport,멜버른 올랜도 국제 공항,MLB,KMLB,북미캐나다,United States,미국,Melbourne,멜버른,1.0,멜버른
Melilla Airport,멜리야 공항,MLN,GEML,유럽,Spain,스페인,Melilla,멜리야,-8.0,멜리야
Melo Cerro Largo International Airport,멜로 세로 라르고 국제공항,MLZ,SUMO,중남미,Uruguay,우루과이,Melo,멜로,-12.0,멜로
Memanbetsu Airport,메만베쓰 공항,MMB,RJCM,아시아태평양,Japan,일본,Memanbetsu,메만베쓰,0.0,메만베쓰
Memmingen Airport,메밍겐 공항,FMM,EDJA,유럽,Germany,독일,Memmingen,멤밍겐,-7.0,멤밍겐
Memorial FieldAirport,메모리얼필드 공항,HOT,KHOT,북미캐나다,United States,미국,Hot Springs,핫 스프링스,-15.0,핫 스프링스
Memphis International Airport,멤피스 국제 공항,MEM,KMEM,북미캐나다,United States,미국,Memphis,멤피스,-14.0,멤피스
Mendi Airport,멘디 공항,MDU,AYMN,아시아태평양,Papua New Guinea,파푸아뉴기니,Mendi,멘디,1.0,멘디
Menongue Airport,메농그 공항,SPP,FNME,중동아프리카,Angola,앙골라,Menongue,메농게,-8.0,메농게
Menorca Airport,메노르카 공항,MAH,LEMH,유럽,Spain,스페인,Menorca,메노르카,-7.0,메노르카
Merced Regional Airport,머세드 지역공항,MCE,KMCE,북미캐나다,United States,미국,Merced,머시드,-17.0,머시드
Mercedita Airport,메르세디타 공항,PSE,TJPS,중남미,Puerto Rico,푸에르토리코,Ponce,폰세,-13.0,폰세
Meridian Regional Airport,메리디언 지역공항,MEI,KMEI,북미캐나다,United States,미국,Meridian,메리디언,-15.0,메리디언
Merimbula Airport,메림불라 공항,MIM,YMER,대양주,Australia,오스트레일리아,Merimbula,메림불라,1.0,메림불라
Merle K. (Mudhole) Smith Airport,멀 K. 스미스 공항,CDV,PACV,북미캐나다,United States,미국,Cordova,코르도바,-17.0,코르도바
