"출발국가","출발공항","공항코드","운항일자","계획시간","실제시간","운항편명","환승승객"
"중국","하얼빈","HRB","2024-12-11","12:20","12:55","OZ339","4"
"대만","타이베이","TPE","2024-12-11","12:25","12:55","CI161","9"
"이탈리아","밀라노","MXP","2024-12-11","12:25","13:03","KE927","5"
"영국","런던/히드로","LHR","2024-12-11","12:25","13:20","OZ521","31"
"홍콩","홍콩","HKG","2024-12-11","12:30","12:47","UO619","0"
"중국","난징","NKG","2024-12-11","12:30","13:00","OZ349","12"
"중국","항저우","HGH","2024-12-11","12:30","13:16","OZ359","24"
"중국","항저우","HGH","2024-12-11","12:35","12:45","MU5072","0"
"일본","삿포로","CTS","2024-12-11","12:35","12:54","BX188","0"
"싱가포르","싱가포르","SIN","2024-12-11","12:35","13:01","SQ611","0"
"일본","도쿄/나리타","NRT","2024-12-11","12:40","13:03","OZ104","24"
"일본","후쿠오카","FUK","2024-12-11","12:40","13:06","OZ134","9"
"일본","오사카/ 간사이","KIX","2024-12-11","12:40","13:08","BX174","0"
"미국","샌프란시스코","SFO","2024-12-11","12:45","12:51","UA806","23"
"인도","델리","DEL","2024-12-11","12:45","13:05","KE497","13"
"네팔","카트만두","KTM","2024-12-11","12:45","13:10","KE695","47"
"아랍에미리트","두바이","DXB","2024-12-11","12:45","13:14","KE951","0"
"중국","다롄(대련)","DLC","2024-12-11","12:50","13:09","KE869","34"
"중국","베이징/서우두","PEK","2024-12-11","12:50","13:41","OZ333","46"
"중국","선양(심양)","SHE","2024-12-11","12:55","13:06","CZ682","11"
"중국","상하이/푸동","PVG","2024-12-11","12:55","13:17","MU5042","1"
"일본","삿포로","CTS","2024-12-11","12:55","13:24","KE769","17"
"필리핀","마닐라","MNL","2024-12-11","13:00","13:22","Z2885","0"
"포르투갈","리스본","LIS","2024-12-11","13:00","13:51","KE921","7"
"일본","마쓰야마","MYJ","2024-12-11","13:05","13:13","7C1703","0"
"일본","사가","HSG","2024-12-11","13:05","13:18","TW273","1"
"일본","도쿄/나리타","NRT","2024-12-11","13:05","13:20","ZG042","0"
"중국","칭다오","TAO","2024-12-11","13:05","13:37","KE843","22"
"중국","베이징/서우두","PEK","2024-12-11","13:10","13:34","CA124","1"
"일본","오사카/ 간사이","KIX","2024-12-11","13:10","13:36","RS713","0"
"일본","후쿠오카","FUK","2024-12-11","13:10","13:39","KE789","13"
"중국","칭다오","TAO","2024-12-11","13:15","13:28","MU2034","0"
"중국","창춘","CGQ","2024-12-11","13:20","13:24","CZ688","2"
"일본","요나고","YGJ","2024-12-11","13:20","13:30","RS745","0"
"일본","오키나와","OKA","2024-12-11","13:20","13:43","7C1801","0"
"미국","로스앤젤레스","LAX","2024-12-11","13:20","13:47","YP101","1"
"몽골","신 울란바토르","UBN","2024-12-11","13:20","14:06","OM302","46"
"중국","샤먼","XMN","2024-12-11","13:20","14:12","MF872","1"
"대만","가오슝","KHH","2024-12-11","13:25","13:56","TW671","2"
"독일","뮌헨","MUC","2024-12-11","13:30","14:10","LH719","7"
"일본","도쿄/나리타","NRT","2024-12-11","13:35","13:53","KE711","4"
"일본","도쿄/나리타","NRT","2024-12-11","13:40","13:59","NQ022","0"
"중국","항저우","HGH","2024-12-11","13:45","14:04","CA140","1"
"일본","다카마쓰","TAK","2024-12-11","13:50","14:18","LJ359","0"
"터키","이스탄불","IST","2024-12-11","13:55","14:22","KE955","8"
"중국","웨이하이","WEH","2024-12-11","14:00","14:27","MU2018","12"
"중국","충칭","CKG","2024-12-11","14:00","14:31","CA440","1"
"중국","칭다오","TAO","2024-12-11","14:00","14:38","SC4612","1"
"대만","타이베이","TPE","2024-12-11","14:00","14:41","OZ713","8"
"홍콩","홍콩","HKG","2024-12-11","14:05","14:28","HB761","1"
"이탈리아","로마","FCO","2024-12-11","14:05","14:35","KE931","28"
"한국","부산","PUS","2024-12-11","14:05","14:37","KE1411","78"
"일본","히로시마","HIJ","2024-12-11","14:05","14:44","7C1613","6"
"마카오","마카오","MFM","2024-12-11","14:05","14:45","NX821","1"
"일본","오사카/ 간사이","KIX","2024-12-11","14:10","14:40","OZ114","14"
"중국","우시","WUX","2024-12-11","14:15","14:42","ZH628","0"
"중국","상하이/푸동","PVG","2024-12-11","14:15","14:51","OZ365","7"
"일본","구마모토","KMJ","2024-12-11","14:15","14:55","KE777","0"
"일본","삿포로","CTS","2024-12-11","14:20","14:34","LJ303","0"
"중국","시안","XIY","2024-12-11","14:20","14:47","MU5022","0"
"일본","후쿠오카","FUK","2024-12-11","14:25","14:48","RS723","0"
"대만","타이중/칭촨강","RMQ","2024-12-11","14:25","14:49","TW669","0"
"중국","선양(심양)","SHE","2024-12-11","14:25","15:04","KE833","6"
"중국","상하이/푸동","PVG","2024-12-11","14:30","14:57","MU5062","0"
"미국","로스앤젤레스","LAX","2024-12-11","14:30","15:06","KE017","70"
"중국","옌지(연길)","YNJ","2024-12-11","14:35","14:54","CZ6074","0"
"일본","삿포로","CTS","2024-12-11","14:35","15:02","ZE623","0"
"싱가포르","싱가포르","SIN","2024-12-11","14:35","15:08","KE643","10"
"홍콩","홍콩","HKG","2024-12-11","14:35","15:13","HX629","0"
"미국","로스앤젤레스","LAX","2024-12-11","14:40","15:15","OZ202","99"
"일본","나고야","NGO","2024-12-11","14:40","15:23","7C1203","4"
"일본","후쿠오카","FUK","2024-12-11","14:45","15:19","TW293","4"
"베트남","푸꾸옥","PQC","2024-12-11","14:50","15:17","KE9487","0"
"중국","광저우","CAN","2024-12-11","14:50","15:21","CZ338","1"
"일본","도쿄/나리타","NRT","2024-12-11","14:50","15:31","7C1107","0"
"중국","청두/톈푸","TFU","2024-12-11","14:55","15:25","CA402","8"
"중국","선전","SZX","2024-12-11","14:55","15:39","ZH634","3"
"중국","베이징/서우두","PEK","2024-12-11","15:00","15:30","OZ335","12"
"홍콩","홍콩","HKG","2024-12-11","15:00","15:33","CX411","0"
"일본","오사카/ 간사이","KIX","2024-12-11","15:00","15:44","LJ235","0"
"일본","오사카/ 간사이","KIX","2024-12-11","15:05","15:35","ZE613","0"
"일본","도쿄/나리타","NRT","2024-12-11","15:05","15:41","BX166","0"
"인도네시아","자카르타/수카르노하타","CGK","2024-12-11","15:05","16:33","KE627","27"
"일본","오사카/ 간사이","KIX","2024-12-11","15:10","15:28","KE725","3"
"대만","타이중/칭촨강","RMQ","2024-12-11","15:10","15:43","KE189","0"
"일본","도쿄/나리타","NRT","2024-12-11","15:10","15:48","LJ207","0"
"일본","오사카/ 간사이","KIX","2024-12-11","15:20","15:52","RS715","0"
"일본","후쿠오카","FUK","2024-12-11","15:20","15:54","7C1405","2"
"일본","오사카/ 간사이","KIX","2024-12-11","15:20","15:56","MM706","0"
"일본","도쿄/나리타","NRT","2024-12-11","15:20","15:59","ZE603","0"
"싱가포르","싱가포르","SIN","2024-12-11","15:30","16:08","TW173","4"
"일본","도쿄/나리타","NRT","2024-12-11","15:30","16:11","TW215","6"
"일본","후쿠오카","FUK","2024-12-11","15:35","15:58","ZE643","0"
"일본","도쿄/나리타","NRT","2024-12-11","15:35","16:04","OZ106","5"
"일본","나고야","NGO","2024-12-11","15:35","16:20","OZ124","13"
"일본","오사카/ 간사이","KIX","2024-12-11","15:35","16:25","BX176","0"
"중국","베이징/다싱","PKX","2024-12-11","15:40","16:02","MU2074","1"
"일본","나고야","NGO","2024-12-11","15:40","16:15","LJ347","1"
"인도네시아","자카르타/수카르노하타","CGK","2024-12-11","15:40","16:17","OZ761","58"
"인도네시아","덴파사르","DPS","2024-12-11","15:40","16:21","7C5303","0"
"중국","옌지(연길)","YNJ","2024-12-11","15:40","16:23","7C8903","3"
"홍콩","홍콩","HKG","2024-12-11","15:55","16:29","UO631","0"
"일본","오사카/ 간사이","KIX","2024-12-11","15:55","16:31","TW285","1"
"일본","오사카/ 간사이","KIX","2024-12-11","16:00","16:35","OZ118","2"
"미국","샌프란시스코","SFO","2024-12-11","16:00","18:15","KE023","57"
"중국","옌타이","YNT","2024-12-11","16:05","16:27","MU268","1"
"태국","치앙마이","CNX","2024-12-11","16:05","16:37","LJ009","0"
"일본","시즈오카","FSZ","2024-12-11","16:05","16:42","7C1603","0"
"몽골","신 울란바토르","UBN","2024-12-11","16:10","16:50","M0602","3"
"미국","시애틀","SEA","2024-12-11","16:10","16:52","KE041","107"
"중국","광저우","CAN","2024-12-11","16:15","16:44","CZ3062","0"
"대만","타이베이","TPE","2024-12-11","16:15","17:07","KE187","10"
"일본","후쿠오카","FUK","2024-12-11","16:20","16:40","7C1407","0"
"싱가포르","싱가포르","SIN","2024-12-11","16:20","16:55","OZ751","12"
"일본","도쿄/나리타","NRT","2024-12-11","16:20","16:57","7C1121","0"
"인도네시아","덴파사르","DPS","2024-12-11","16:20","17:11","KE633","28"
"일본","도쿄/나리타","NRT","2024-12-11","16:25","16:48","OZ110","6"
"중국","상하이/푸동","PVG","2024-12-11","16:35","16:46","MU5012","0"
"우즈베키스탄","타슈켄트","TAS","2024-12-11","16:35","17:19","OZ573","56"
"중국","선전","SZX","2024-12-11","16:40","16:59","ZH632","3"
"중국","칭다오","TAO","2024-12-11","16:40","17:01","MU560","1"
"일본","도쿄/나리타","NRT","2024-12-11","16:40","17:03","RS703","0"
"말레이시아","쿠알라룸푸르","KUL","2024-12-11","16:40","17:15","KE671","7"
"중국","양저우","YTY","2024-12-11","16:45","17:05","9C6182","0"
"싱가포르","싱가포르","SIN","2024-12-11","16:45","17:44","SQ601","0"
"미국","샌프란시스코","SFO","2024-12-11","16:50","17:09","OZ216","61"
"태국","방콕/수완나품","BKK","2024-12-11","16:50","17:21","BX747","0"
"베트남","푸꾸옥","PQC","2024-12-11","16:50","17:29","KE485","0"
"일본","도쿄/나리타","NRT","2024-12-11","16:55","17:13","KE713","6"
"일본","오사카/ 간사이","KIX","2024-12-11","16:55","17:23","7C1305","2"
"태국","푸켓","HKT","2024-12-11","16:55","19:39","KE663","30"
"일본","도쿄/나리타","NRT","2024-12-11","17:00","17:27","ET672","0"
"태국","방콕/수완나품","BKK","2024-12-11","17:05","17:25","ZE511","1"
"베트남","푸꾸옥","PQC","2024-12-11","17:05","18:00","LJ091","0"
"베트남","푸꾸옥","PQC","2024-12-11","17:10","17:31","ZE581","0"
"태국","방콕/수완나품","BKK","2024-12-11","17:10","17:42","LJ001","10"
"일본","후쿠오카","FUK","2024-12-11","17:20","17:40","LJ265","0"
"태국","방콕/수완나품","BKK","2024-12-11","17:20","18:11","KE651","44"
"태국","치앙마이","CNX","2024-12-11","17:25","17:38","ZE517","0"
"태국","방콕/수완나품","BKK","2024-12-11","17:25","17:47","YP601","0"
"중국","다롄(대련)","DLC","2024-12-11","17:30","17:32","CZ696","1"
"태국","방콕/수완나품","BKK","2024-12-11","17:30","17:36","TG653","2"
"베트남","푸꾸옥","PQC","2024-12-11","17:40","18:30","7C4103","16"
"인도네시아","덴파사르","DPS","2024-12-11","17:40","18:36","KE629","58"
"인도네시아","바탐","BTH","2024-12-11","17:45","18:46","7C5301","0"
"미얀마","양곤","RGN","2024-12-11","17:45","18:53","KE489","32"
"태국","푸켓","HKT","2024-12-11","17:45","19:44","LJ005","2"
"중국","베이징/서우두","PEK","2024-12-11","17:50","17:55","CA126","9"
"미국","애틀랜타","ATL","2024-12-11","17:50","18:06","DL188","119"
"중국","푸저우","FOC","2024-12-11","17:55","17:48","MF878","8"
"아랍에미리트","아부다비","AUH","2024-12-11","17:55","18:02","EY823","1"
"베트남","호찌민","SGN","2024-12-11","17:55","19:00","VN403","55"
"미국","샌프란시스코","SFO","2024-12-11","18:00","18:10","UA892","33"
"말레이시아","코타키나발루","BKI","2024-12-11","18:00","18:39","LJ131","2"
"베트남","하노이","HAN","2024-12-11","18:05","18:25","VN415","15"
"필리핀","마닐라","MNL","2024-12-11","18:05","18:32","7C2305","44"
"태국","방콕/수완나품","BKK","2024-12-11","18:05","18:50","OZ741","91"
"베트남","나트랑","CXR","2024-12-11","18:05","19:21","KE465","14"
"일본","후쿠오카","FUK","2024-12-11","18:10","18:20","TW295","2"
"뉴질랜드","오클랜드","AKL","2024-12-11","18:10","18:34","KE411","34"
"말레이시아","코타키나발루","BKI","2024-12-11","18:15","18:27","TW169","3"
"일본","후쿠오카","FUK","2024-12-11","18:15","18:29","OZ136","7"
"한국","부산","PUS","2024-12-11","18:15","18:45","KE1415","300"
"미국","시애틀","SEA","2024-12-11","18:15","18:48","OZ272","106"
"캐나다","밴쿠버","YVR","2024-12-11","18:20","18:41","AC064","128"
"중국","상하이/푸동","PVG","2024-12-11","18:25","18:38","FM828","8"
"캐나다","밴쿠버","YVR","2024-12-11","18:25","20:33","KE071","96"
"베트남","나트랑","CXR","2024-12-11","18:30","18:43","OZ7731","0"
"캄보디아","프놈펜","PNH","2024-12-11","18:30","19:08","KE689","52"
"베트남","호찌민","SGN","2024-12-11","18:30","19:36","KE475","70"
"싱가포르","싱가포르","SIN","2024-12-11","18:35","19:52","KE645","48"
"필리핀","마닐라","MNL","2024-12-11","18:35","20:27","KE623","194"
"일본","도쿄/나리타","NRT","2024-12-11","18:40","19:02","OZ108","15"
"일본","후쿠오카","FUK","2024-12-11","18:40","19:13","KE781","24"
"한국","대구","TAE","2024-12-11","18:40","19:15","KE1433","140"
"중국","쿤밍","KMG","2024-12-11","18:40","19:17","KE161","7"
"베트남","하노이","HAN","2024-12-11","18:40","19:40","KE453","73"
"말레이시아","쿠알라룸푸르","KUL","2024-12-11","18:45","18:57","D7507","6"
"호주","시드니","SYD","2024-12-11","18:45","19:07","KE401","6"
"베트남","다낭","DAD","2024-12-11","18:45","19:11","OZ755","46"
"일본","도쿄/나리타","NRT","2024-12-11","18:45","19:18","KE705","30"
"베트남","다낭","DAD","2024-12-11","18:45","19:50","KE461","41"
"미국","댈러스포트워스","DFW","2024-12-11","18:50","18:55","AA280","43"
"싱가포르","싱가포르","SIN","2024-12-11","18:50","19:31","TW171","9"
"필리핀","세부","CEB","2024-12-11","18:50","19:49","KE615","122"
"미국","샌프란시스코","SFO","2024-12-11","18:55","19:05","YP111","2"
"태국","치앙마이","CNX","2024-12-11","18:55","19:25","OZ765","23"
"일본","나고야","NGO","2024-12-11","19:00","19:22","KE743","40"
"베트남","다낭","DAD","2024-12-11","19:00","19:27","TW191","4"
"필리핀","칼리보","KLO","2024-12-11","19:00","19:28","TW189","0"
"라오스","비엔티안","VTE","2024-12-11","19:00","19:33","BX741","1"
"일본","오사카/ 간사이","KIX","2024-12-11","19:00","19:56","KE721","44"
"중국","상하이/푸동","PVG","2024-12-11","19:05","19:46","KE895","85"
"태국","방콕/수완나품","BKK","2024-12-11","19:05","19:58","KE653","132"
"태국","치앙마이","CNX","2024-12-11","19:05","20:18","KE667","19"
"싱가포르","싱가포르","SIN","2024-12-11","19:05","20:31","OZ753","24"
"일본","오사카/ 간사이","KIX","2024-12-11","19:10","19:42","OZ116","31"
"태국","치앙마이","CNX","2024-12-11","19:10","19:54","7C4205","2"
"베트남","나트랑","CXR","2024-12-11","19:15","20:03","ZE563","0"
"중국","장가계","DYG","2024-12-11","19:20","20:00","KE163","0"
"필리핀","마닐라","MNL","2024-12-11","19:20","22:05","OZ703","178"
"미국","애틀랜타","ATL","2024-12-11","19:25","20:01","DL026","152"
"홍콩","홍콩","HKG","2024-12-11","19:25","20:09","OZ745","28"
"베트남","호찌민","SGN","2024-12-11","19:25","20:20","OZ735","104"
"미국","미니애폴리스","MSP","2024-12-11","19:30","20:07","DL170","109"
"필리핀","보홀 팡라오","TAG","2024-12-11","19:30","20:15","RS581","0"
"태국","방콕/수완나품","BKK","2024-12-11","19:30","20:24","7C2203","0"
"베트남","하노이","HAN","2024-12-11","19:30","20:29","OZ733","38"
"미국","뉴욕/존에프케네디","JFK","2024-12-11","19:30","21:05","KE085","160"
"한국","부산","PUS","2024-12-11","19:35","20:11","KE1427","366"
"캄보디아","프놈펜","PNH","2024-12-11","19:35","20:13","OZ739","13"
"라오스","비엔티안","VTE","2024-12-11","19:35","20:37","LJ161","1"
"홍콩","홍콩","HKG","2024-12-11","19:35","21:03","CX419","6"
"베트남","호찌민","SGN","2024-12-11","19:35","21:11","KE477","157"
"베트남","나트랑","CXR","2024-12-11","19:40","20:05","LJ087","2"
"미국","로스앤젤레스","LAX","2024-12-11","19:40","20:22","KE011","166"
"호주","브리즈번","BNE","2024-12-11","19:40","20:35","KE407","35"
"대만","타이베이","TPE","2024-12-11","19:45","21:07","BR159","11"
"말레이시아","코타키나발루","BKI","2024-12-11","19:50","20:33","7C2507","0"
"태국","방콕/수완나품","BKK","2024-12-11","19:50","20:35","TW101","3"
"호주","시드니","SYD","2024-12-11","20:00","20:28","OZ601","24"
"사이판","사이판","SPN","2024-12-11","20:00","20:37","TW307","2"
"중국","상하이/푸동","PVG","2024-12-11","20:00","20:43","OZ367","69"
"홍콩","홍콩","HKG","2024-12-11","20:00","20:51","KE177","111"
"베트남","나트랑","CXR","2024-12-11","20:00","21:25","RS527","0"
"미국","시애틀","SEA","2024-12-11","20:05","20:39","DL196","107"
"필리핀","보홀 팡라오","TAG","2024-12-11","20:05","20:45","LJ043","2"
"말레이시아","코타키나발루","BKI","2024-12-11","20:05","20:47","OZ7375","3"
"필리핀","마닐라","MNL","2024-12-11","20:05","20:57","KE625","152"
"사이판","사이판","SPN","2024-12-11","20:10","20:25","7C3217","1"
"베트남","나트랑","CXR","2024-12-11","20:10","20:39","TW157","0"
"에티오피아","아디스아바바/볼레","ADD","2024-12-11","20:10","20:53","KE2491","0"
"베트남","나트랑","CXR","2024-12-11","20:10","20:59","KE467","6"
"캐나다","토론토","YYZ","2024-12-11","20:10","21:08","AC062","169"
"대만","타이베이","TPE","2024-12-11","20:15","20:55","CI163","3"
"베트남","다낭","DAD","2024-12-11","20:20","20:41","TW127","0"
"하와이","호놀룰루","HNL","2024-12-11","20:20","20:49","OZ232","79"
"필리핀","세부","CEB","2024-12-11","20:20","21:14","7C2405","21"
"태국","방콕/수완나품","BKK","2024-12-11","20:20","21:33","OZ743","73"
"중국","하얼빈","HRB","2024-12-11","20:25","20:30","CZ684","6"
"베트남","나트랑","CXR","2024-12-11","20:25","21:43","RF555","0"
"필리핀","마닐라","MNL","2024-12-11","20:30","21:54","PR469","121"
"하와이","호놀룰루","HNL","2024-12-11","20:35","21:01","KE053","64"
"라오스","비엔티안","VTE","2024-12-11","20:35","21:12","7C4303","0"
"태국","방콕/수완나품","BKK","2024-12-11","20:35","21:23","KE659","87"
"베트남","호찌민","SGN","2024-12-11","20:35","21:38","TW121","3"
"미국","로스앤젤레스","LAX","2024-12-11","20:40","21:16","OZ204","167"
"대만","가오슝","KHH","2024-12-11","20:40","21:18","BR171","7"
"일본","도쿄/하네다","HND","2024-12-11","20:40","21:21","KE719","23"
"필리핀","세부","CEB","2024-12-11","20:45","21:47","OZ709","35"
"필리핀","보홀 팡라오","TAG","2024-12-11","20:45","21:49","7C4409","3"
"미국","샌프란시스코","SFO","2024-12-11","20:50","21:30","OZ212","166"
"중국","난징","NKG","2024-12-11","20:50","21:34","MU2922","10"
"베트남","나트랑","CXR","2024-12-11","20:50","21:51","ZE561","0"
"베트남","다낭","DAD","2024-12-11","20:55","21:20","RS511","0"
"베트남","다낭","DAD","2024-12-11","20:55","21:27","ZE593","0"
"중국","베이징/서우두","PEK","2024-12-11","20:55","22:02","KE853","117"
"미국","라스베이거스","LAS","2024-12-11","21:00","21:52","KE005","136"
"일본","오사카/ 간사이","KIX","2024-12-11","21:00","22:11","MM710","0"
"베트남","다낭","DAD","2024-12-11","21:05","21:36","LJ081","0"
"중국","상하이/푸동","PVG","2024-12-11","21:05","21:40","CZ370","15"
"중국","칭다오","TAO","2024-12-11","21:10","21:54","SC4618","9"
"중국","광저우","CAN","2024-12-11","21:10","21:57","OZ357","59"
"태국","방콕/수완나품","BKK","2024-12-11","21:15","21:58","7C2205","3"
"베트남","호찌민","SGN","2024-12-11","21:15","22:32","VJ861","1"
"베트남","하노이","HAN","2024-12-11","21:20","22:02","7C2803","1"
"베트남","달랏","DLI","2024-12-11","21:20","22:07","7C2311","0"
"베트남","다낭","DAD","2024-12-11","21:20","22:18","7C2903","4"
"하와이","호놀룰루","HNL","2024-12-11","21:25","21:57","HA460","54"
"필리핀","클라크필드","CRK","2024-12-11","21:30","22:16","OZ707","56"
"일본","도쿄/하네다","HND","2024-12-11","21:30","22:34","OZ178","15"
"마카오","마카오","MFM","2024-12-11","21:35","22:12","KE169","16"
"필리핀","클라크필드","CRK","2024-12-11","21:35","22:24","LJ037","9"
"필리핀","마닐라","MNL","2024-12-11","21:40","22:09","KE619","112"
"호주","시드니","SYD","2024-12-11","21:40","22:09","TW501","33"
"중국","옌타이","YNT","2024-12-11","21:45","21:59","SC7684","3"
"홍콩","홍콩","HKG","2024-12-11","21:50","22:20","UO627","1"
"필리핀","세부","CEB","2024-12-11","21:50","22:22","5J129","0"
"베트남","나트랑","CXR","2024-12-11","21:50","22:40","7C4907","0"
"베트남","나트랑","CXR","2024-12-11","21:50","22:46","BX787","0"
"호주","시드니","SYD","2024-12-11","21:50","23:16","JQ048","1"
"중국","선양(심양)","SHE","2024-12-11","21:55","22:05","CZ672","17"
"미국","뉴어크","EWR","2024-12-11","21:55","22:07","YP131","13"
"필리핀","보홀 팡라오","TAG","2024-12-11","21:55","22:14","BX7135","0"
"중국","지난","TNA","2024-12-11","22:05","22:15","SC8004","5"
"중국","싼야","SYX","2024-12-11","22:05","22:30","TW621","0"
"홍콩","홍콩","HKG","2024-12-11","22:05","22:59","LJ701","3"
"홍콩","홍콩","HKG","2024-12-11","22:05","23:15","7C2107","47"
"중국","칭다오","TAO","2024-12-11","22:10","22:26","SC4620","17"
"홍콩","홍콩","HKG","2024-12-11","22:10","22:35","TW117","15"
"아랍에미리트","두바이","DXB","2024-12-11","22:20","22:51","EK325","3"
"필리핀","클라크필드","CRK","2024-12-11","22:25","22:44","7C4603","15"
"싱가포르","싱가포르","SIN","2024-12-11","22:35","23:10","TR897","0"
"베트남","다낭","DAD","2024-12-11","22:40","23:03","VJ875","0"
"일본","도쿄/하네다","HND","2024-12-11","22:40","23:09","MM808","0"
"캐나다","밴쿠버","YVR","2024-12-11","22:50","23:06","KE075","57"
"싱가포르","싱가포르","SIN","2024-12-11","23:10","23:33","KE647","31"
"싱가포르","싱가포르","SIN","2024-12-11","23:15","23:50","SQ605","0"
"중국","칭다오","TAO","2024-12-11","23:20","23:21","QW9902","2"
"아랍에미리트","두바이","DXB","2024-12-11","23:40","23:47","EK323","3"
"터키","이스탄불","IST","2024-12-12","00:10","00:08","TK091","10"
"아랍에미리트","아부다비","AUH","2024-12-12","00:20","00:16","EY827","0"
"카타르","도하","DOH","2024-12-12","00:20","00:21","QR859","8"
"대만","타이베이","TPE","2024-12-12","00:30","00:27","IT603","0"
"에티오피아","아디스아바바/볼레","ADD","2024-12-12","00:30","00:53","ET673","6"
"말레이시아","코타키나발루","BKI","2024-12-12","01:05","01:43","AK1624","0"
"필리핀","마닐라","MNL","2024-12-12","01:15","01:36","5J187","0"
"베트남","푸꾸옥","PQC","2024-12-12","01:45","02:36","VJ975","0"
"베트남","나트랑","CXR","2024-12-12","01:50","03:41","VJ839","0"
"베트남","푸꾸옥","PQC","2024-12-12","02:20","02:53","VJ979","0"
"베트남","푸꾸옥","PQC","2024-12-12","05:00","05:10","VJ977","0"
"베트남","다낭","DAD","2024-12-12","06:15","06:35","VJ881","0"
"베트남","나트랑","CXR","2024-12-12","06:15","06:37","VN441","0"
"베트남","나트랑","CXR","2024-12-12","06:20","06:53","VJ837","0"
"베트남","하노이","HAN","2024-12-12","06:25","07:54","VJ963","0"
"일본","후쿠오카","FUK","2024-12-12","06:30","06:44","7C1401","1"
"베트남","나트랑","CXR","2024-12-12","06:45","07:44","VJ835","0"
"말레이시아","쿠알라룸푸르","KUL","2024-12-12","06:50","07:25","OD821","1"
"일본","후쿠오카","FUK","2024-12-12","06:50","07:48","LJ261","0"
"일본","오사카/ 간사이","KIX","2024-12-12","07:00","07:13","7C1301","0"
"한국","부산","PUS","2024-12-12","07:00","07:16","KE1405","214"
"일본","마쓰야마","MYJ","2024-12-12","07:00","07:19","7C1771","0"
"베트남","호찌민","SGN","2024-12-12","07:00","07:58","VJ865","0"
"베트남","다낭","DAD","2024-12-12","07:00","07:59","VJ879","0"
"일본","키타큐슈","KKJ","2024-12-12","07:05","07:22","LJ349","0"
"일본","오사카/ 간사이","KIX","2024-12-12","07:15","07:23","RS711","0"
"베트남","하이퐁","HPH","2024-12-12","07:15","07:28","VJ925","0"
"일본","도쿄/나리타","NRT","2024-12-12","07:15","07:35","ZE605","0"
"필리핀","보홀 팡라오","TAG","2024-12-12","07:15","07:41","7C4407","1"
"일본","삿포로","CTS","2024-12-12","07:20","07:31","7C1501","0"
"일본","후쿠오카","FUK","2024-12-12","07:20","07:33","RS727","0"
"일본","시즈오카","FSZ","2024-12-12","07:20","07:39","7C1605","0"
"일본","후쿠오카","FUK","2024-12-12","07:25","07:37","BX156","0"
"일본","도쿄/나리타","NRT","2024-12-12","07:25","07:56","LJ201","1"
"필리핀","마닐라","MNL","2024-12-12","07:30","07:46","PR467","35"
"일본","오사카/ 간사이","KIX","2024-12-12","07:30","07:50","MM712","0"
"베트남","호찌민","SGN","2024-12-12","07:30","07:52","OZ731","93"
"일본","도쿄/나리타","NRT","2024-12-12","07:35","08:01","BX164","0"
"필리핀","마닐라","MNL","2024-12-12","07:35","08:04","OZ701","133"
"말레이시아","쿠알라룸푸르","KUL","2024-12-12","07:35","08:06","D7505","2"
"일본","삿포로","CTS","2024-12-12","07:40","08:07","ZE621","0"
"일본","나고야","NGO","2024-12-12","07:40","08:45","LJ345","0"
"일본","히로시마","HIJ","2024-12-12","07:45","08:10","7C1611","6"
"베트남","다낭","DAD","2024-12-12","07:45","08:10","TW125","0"
"몽골","신 울란바토르","UBN","2024-12-12","07:45","08:12","KE197","59"
"필리핀","마닐라","MNL","2024-12-12","07:45","08:14","KE621","229"
"일본","구마모토","KMJ","2024-12-12","07:50","08:12","TW275","1"
"중국","선양(심양)","SHE","2024-12-12","07:55","08:08","TW613","10"
"일본","오사카/ 간사이","KIX","2024-12-12","07:55","08:14","TW281","8"
"중국","베이징/서우두","PEK","2024-12-12","07:55","08:19","KE859","47"
"일본","고마쓰","KMQ","2024-12-12","07:55","08:20","KE775","2"
"일본","나가사키","NGS","2024-12-12","08:00","08:16","KE797","4"
"일본","후쿠오카","FUK","2024-12-12","08:00","08:52","KE787","53"
"일본","오사카/ 간사이","KIX","2024-12-12","08:00","09:09","LJ231","2"
"베트남","하노이","HAN","2024-12-12","08:05","08:21","KE441","26"
"일본","오키나와","OKA","2024-12-12","08:05","08:25","KE755","7"
"일본","도쿄/나리타","NRT","2024-12-12","08:05","08:32","LJ217","1"
"일본","오사카/ 간사이","KIX","2024-12-12","08:05","08:35","OZ112","17"
"중국","칭다오","TAO","2024-12-12","08:10","08:23","7C8401","8"
"일본","나고야","NGO","2024-12-12","08:10","08:24","OZ122","9"
"일본","도쿄/나리타","NRT","2024-12-12","08:10","08:27","7C1101","0"
"홍콩","홍콩","HKG","2024-12-12","08:10","08:40","KE171","25"
"일본","도쿄/나리타","NRT","2024-12-12","08:10","09:12","RS705","0"
"카자흐스탄","아스타나","NQZ","2024-12-12","08:15","08:16","KC210","15"
"중국","선전","SZX","2024-12-12","08:15","08:27","KE827","33"
"필리핀","마닐라","MNL","2024-12-12","08:20","08:29","5J185","0"
"중국","베이징/서우두","PEK","2024-12-12","08:20","08:31","OZ331","61"
"중국","상하이/푸동","PVG","2024-12-12","08:25","08:55","KE893","43"
"일본","도쿄/나리타","NRT","2024-12-12","08:25","10:06","RF326","0"
