"year","month","airline","flight_arrivals","flight_departures","flight_total","passenger_arrivals","passenger_departures","passenger_total","cargo_arrivals","cargo_departures","cargo_total"
"2024","3",에미레이트항공,44,44,88,15341,13928,29269,616,715,1331
"2024","3",에바항공,80,80,160,21126,19136,40262,671,433,1104
"2024","3",에어 뉴질랜드,12,12,24,3404,2466,5870,34,112,146
"2024","3",에어 아스타나,28,28,56,4809,3984,8793,5,47,51
"2024","3",에어 프랑스,28,28,56,9628,6831,16459,276,244,520
"2024","3",에어로 몽골리아,14,14,28,1319,920,2239,0,0,0
"2024","3",에어로로직,44,44,88,0,0,0,2086,537,2623
"2024","3",에어마카오,38,37,75,5321,4177,9498,47,7,54
"2024","3",에어부산,364,359,723,75806,74778,150584,18,2,20
"2024","3",에어서울,409,408,817,79519,78710,158229,62,56,117
"2024","3",에어아시아 버하드,28,27,55,4030,3866,7896,0,0,0
"2024","3",에어아시아엑스,43,43,86,13168,10760,23928,364,423,787
"2024","3",에어인디아 리미티드,18,18,36,4147,2471,6618,91,195,286
"2024","3",에어인천,155,155,310,0,0,0,2113,1490,3603
"2024","3",에어재팬,22,22,44,6093,5369,11462,87,110,197
"2024","3",에어캐나다,62,62,124,18441,18560,37001,497,655,1151
"2024","3",에어프레미아,109,109,218,32025,29527,61552,957,1044,2001
"2024","3",에어홍콩,26,25,51,0,0,0,1142,1137,2279
"2024","3",에티오피아항공,67,66,133,5017,3874,8891,1042,354,1396
"2024","3",에티하드 항공,31,31,62,8451,5900,14351,322,508,830
"2024","3",우즈베키스탄항공,30,30,60,6766,5978,12744,16,155,171
"2024","3",원통화물항공,51,51,102,0,0,0,1265,525,1790
"2024","3",유나이티드항공,31,31,62,7474,7003,14477,177,619,795
"2024","3",유피에스항공,121,120,241,0,0,0,1304,2630,3934
"2024","3",이스타항공,317,314,631,56186,54319,110505,0,0,0
"2024","3",일본항공,22,22,44,0,0,0,392,761,1153
"2024","3",전일본공수,27,27,54,0,0,0,776,950,1726
"2024","3",제주항공,1694,1685,3379,277049,258407,535456,1916,1431,3346
"2024","3",젯스타,31,31,62,9660,7842,17502,6,162,168
"2024","3",중국국제항공,223,223,446,29544,24500,54044,195,72,267
"2024","3",중국남방항공,457,457,914,59052,48349,107401,609,137,746
"2024","3",중국동방항공,533,532,1065,66422,52846,119268,878,464,1341
"2024","3",중국센트럴항공,34,34,68,0,0,0,529,192,721
"2024","3",중국우정항공,24,24,48,0,0,0,285,147,432
"2024","3",중국화물항공,12,12,24,0,0,0,1043,682,1725
"2024","3",중화항공,93,93,186,23815,22640,46455,707,507,1214
"2024","3",진에어,862,855,1717,205795,197629,403424,1266,870,2136
"2024","3",집에어,31,31,62,8318,7356,15674,251,249,501
"2024","3",천진항공,46,46,92,5105,4172,9277,2,7,9
"2024","3",청도항공,23,23,46,2355,1940,4295,23,4,27
"2024","3",춘추항공,36,36,72,5281,4243,9524,15,2,17
"2024","3",카고룩스 이탈리아 항공,13,13,26,0,0,0,800,604,1404
"2024","3",카고룩스항공,14,14,28,0,0,0,573,1020,1593
"2024","3",카타르항공,49,50,99,10633,9939,20572,1803,2128,3931
"2024","3",칼리타항공,78,79,157,0,0,0,1295,2028,3323
"2024","3",캐세이퍼시픽항공,136,136,272,31200,25232,56432,1823,828,2651
"2024","3",콴타스항공,17,17,34,4403,3071,7474,5,111,116
"2024","3",타이거에어 타이완,31,31,62,5256,3606,8862,1,46,46
"2024","3",타이에어아시아엑스,62,61,123,19839,17086,36925,779,210,989
"2024","3",타이항공,93,93,186,21486,16135,37621,1804,544,2348
"2024","3",터키항공,59,59,118,16150,13118,29268,1330,1722,3052
"2024","3",투르크메니스탄,4,4,8,0,0,0,184,147,332
"2024","3",티웨이항공,972,967,1939,189465,177454,366919,803,465,1268
"2024","3",폴라에어카고,43,41,84,0,0,0,2154,998,3153
"2024","3",폴란드항공,27,27,54,6289,4955,11244,239,308,548
"2024","3",피치항공,155,155,310,27588,26851,54439,0,11,11
"2024","3",핀에어,31,31,62,7099,4937,12036,673,481,1155
"2024","3",필리핀에어아시아,92,92,184,14601,10589,25190,3,20,23
"2024","3",필리핀항공,150,149,299,28983,25730,54713,46,245,291
"2024","3",하와이안 항공,23,23,46,5429,4730,10159,20,353,373
"2024","3",홍콩익스프레스,79,79,158,14525,10325,24850,24,24,48
"2024","3",홍콩항공,31,31,62,7611,6477,14088,408,135,544
"2024","3",FedEX항공,151,151,302,0,0,0,3086,2555,5641
"2024","3",KLM네덜란드항공,26,27,53,7863,7375,15238,353,339,693
"2024","3",MY FREIGHTER AIRLINES,1,1,2,0,0,0,8,33,41
"2024","3",ZP,1,0,1,0,0,0,10,0,10
"2024","4",가루다인도네시아,34,34,68,7563,8128,15691,112,202,314
"2024","4",그레이터베이항공,30,30,60,2754,3565,6319,37,24,61
"2024","4",내셔널항공,3,7,10,0,0,0,0,595,595
"2024","4",대한항공,3670,3658,7328,638404,647606,1286010,53536,52005,105541
"2024","4",델타항공,129,131,260,30661,37017,67678,143,1055,1197
"2024","4",라오항공,33,33,66,4062,3012,7074,2,10,13
"2024","4",로얄브루나이항공,13,13,26,1130,1360,2490,0,15,16
"2024","4",롱하오항공,36,36,72,0,0,0,446,242,688
"2024","4",루프트한자 독일항공,87,88,175,17029,18140,35169,838,1631,2469
"2024","4",말레이시아 항공,33,33,66,6625,7585,14210,361,395,756
"2024","4",몽골항공,52,52,104,6777,7458,14235,57,185,242
"2024","4",미얀마국제항공,15,15,30,1453,1229,2682,8,4,12
"2024","4",미얀마항공,2,2,4,287,19,306,0,1,1
"2024","4",바틱 에어 말레이시아,28,28,56,4439,4207,8646,0,21,21
"2024","4",베트남항공,180,180,360,40806,39938,80744,1105,646,1751
"2024","4",비엣젯항공,420,420,840,86637,76088,162725,446,166,613
"2024","4",사우디아항공,13,13,26,2176,1775,3951,23,170,193
"2024","4",사천항공,14,14,28,1898,1902,3800,33,11,44
"2024","4",산동항공,294,294,588,38699,39617,78316,435,6,440
"2024","4",상하이항공,30,30,60,4390,4510,8900,24,3,27
"2024","4",샤먼항공,58,58,116,7115,5987,13102,48,23,71
"2024","4",세부퍼시픽항공,90,90,180,20740,18468,39208,51,264,315
"2024","4",스리랑카항공,9,9,18,1496,1578,3074,83,123,206
"2024","4",스카이 앙코르 항공,17,17,34,2819,2596,5415,5,1,6
"2024","4",스쿠트 항공,39,40,79,12750,13226,25976,267,111,378
"2024","4",실크웨이웨스트항공,12,14,26,0,0,0,856,1438,2293
"2024","4",심천항공,63,63,126,8397,8446,16843,68,7,75
"2024","4",싱가포르항공,143,144,287,33633,37502,71135,1976,1536,3512
"2024","4",아메리제트,12,12,24,0,0,0,37,294,331
"2024","4",아메리칸항공,30,30,60,6977,8440,15417,82,287,369
"2024","4",아시아나항공,2083,2075,4158,391408,402891,794299,23062,22921,45983
"2024","4",아틀라스항공,193,188,381,0,0,0,2899,1268,4167
"2024","4",에미레이트항공,43,43,86,14640,17651,32291,331,602,933
"2024","4",에바항공,77,77,154,18387,19056,37443,684,348,1033
"2024","4",에어 아스타나,26,26,52,4659,5051,9710,11,122,132
"2024","4",에어 프랑스,29,29,58,9392,9748,19140,395,382,777
"2024","4",에어로 몽골리아,21,21,42,1355,1611,2966,0,0,0
"2024","4",에어로로직,45,45,90,0,0,0,1944,291,2235
"2024","4",에어마카오,58,59,117,7038,7378,14416,54,11,66
"2024","4",에어부산,347,346,693,69172,68277,137449,19,1,20
"2024","4",에어서울,402,401,803,75615,75345,150960,53,18,71
"2024","4",에어아시아 버하드,29,29,58,4083,3777,7860,0,0,0
"2024","4",에어아시아엑스,42,42,84,13045,11864,24909,305,293,597
"2024","4",에어인디아 리미티드,17,17,34,3702,3083,6785,117,164,280
"2024","4",에어인천,157,158,315,0,0,0,2056,1338,3395
"2024","4",에어재팬,22,22,44,4371,2758,7129,118,134,252
"2024","4",에어캐나다,60,60,120,20098,20860,40958,417,514,931
"2024","4",에어프레미아,103,103,206,29717,30599,60316,941,908,1848
"2024","4",에어홍콩,25,26,51,0,0,0,1040,960,2000
"2024","4",에티오피아항공,62,63,125,4411,3703,8114,1030,390,1420
"2024","4",에티하드 항공,30,30,60,7713,7905,15618,309,473,782
"2024","4",우즈베키스탄항공,30,30,60,6862,6928,13790,30,172,202
"2024","4",원통화물항공,49,49,98,0,0,0,909,464,1373
"2024","4",유나이티드항공,59,59,118,10144,13849,23993,189,910,1099
"2024","4",유피에스항공,110,113,223,0,0,0,1249,2262,3511
"2024","4",이스타항공,304,303,607,50767,49798,100565,0,0,0
"2024","4",일본항공,21,21,42,0,0,0,329,658,986
"2024","4",전일본공수,25,25,50,0,0,0,790,810,1600
"2024","4",제주항공,1684,1680,3364,269958,268171,538129,1717,1213,2930
"2024","4",젯스타,30,30,60,7875,7737,15612,19,180,199
"2024","4",중국국제항공,223,222,445,32480,33963,66443,463,110,573
"2024","4",중국남방항공,432,432,864,57699,60598,118297,447,121,568
"2024","4",중국동방항공,524,525,1049,71304,69791,141095,1049,530,1579
"2024","4",중국센트럴항공,33,33,66,0,0,0,425,133,558
"2024","4",중국우정항공,23,23,46,0,0,0,248,153,401
"2024","4",중국화물항공,10,10,20,0,0,0,873,478,1352
"2024","4",중화항공,90,90,180,20078,22806,42884,490,455,945
"2024","4",진에어,833,832,1665,183634,179999,363633,922,970,1892
"2024","4",집에어,30,30,60,7126,5131,12257,222,166,388
"2024","4",천진항공,32,32,64,3599,3782,7381,2,6,8
"2024","4",청도항공,25,25,50,3095,3400,6495,11,3,14
"2024","4",춘추항공,34,34,68,5210,4958,10168,3,4,7
"2024","4",카고룩스 이탈리아 항공,12,12,24,0,0,0,727,576,1302
"2024","4",카고룩스항공,12,12,24,0,0,0,492,871,1363
"2024","4",카타르항공,49,49,98,10572,11916,22488,1384,1853,3237
"2024","4",칼리타항공,95,93,188,0,0,0,1127,1868,2995
"2024","4",캐세이퍼시픽항공,129,128,257,28496,30649,59145,1491,772,2263
"2024","4",콴타스항공,13,13,26,3759,3677,7436,7,94,102
"2024","4",타이거에어 타이완,28,29,57,4388,4221,8609,3,31,34
"2024","4",타이에어아시아엑스,60,60,120,18920,17886,36806,801,154,955
"2024","4",타이항공,90,90,180,20736,18980,39716,1789,621,2409
"2024","4",터키항공,55,56,111,14405,15511,29916,1263,1570,2832
"2024","4",투르크메니스탄,5,4,9,0,0,0,121,179,300
"2024","4",티웨이항공,890,891,1781,171823,170433,342256,966,564,1530
"2024","4",폴라에어카고,89,90,179,0,0,0,2866,2334,5200
"2024","4",폴란드항공,46,46,92,9339,10371,19710,279,436,715
"2024","4",피치항공,149,149,298,24377,23109,47486,0,9,9
"2024","4",핀에어,30,30,60,6983,9213,16196,633,434,1067
"2024","4",필리핀에어아시아,60,60,120,8819,8324,17143,4,20,24
"2024","4",필리핀항공,90,91,181,15193,18624,33817,39,200,238
"2024","4",하와이안 항공,21,21,42,4512,4901,9413,41,347,388
"2024","4",홍콩익스프레스,89,88,177,14193,14031,28224,19,19,38
"2024","4",홍콩항공,22,22,44,3641,4817,8458,182,46,228
"2024","4",FedEX항공,146,145,291,0,0,0,3044,2713,5758
"2024","4",GM,1,0,1,0,0,0,2,0,2
"2024","4",KLM네덜란드항공,25,25,50,8043,8636,16679,369,337,706
"2024","4",MJ,0,1,1,0,0,0,0,7,7
"2024","4",MY FREIGHTER AIRLINES,1,1,2,0,0,0,7,14,21
"2024","4",ZP,1,2,3,0,0,0,2,11,12
"2024","5",가루다인도네시아,35,35,70,7237,7035,14272,157,211,368
"2024","5",그레이터베이항공,30,30,60,3626,4038,7664,33,23,56
"2024","5",내셔널항공,0,5,5,0,0,0,0,327,327
"2024","5",대한항공,3906,3913,7819,666275,666247,1332522,55362,53417,108780
"2024","5",델타항공,151,157,308,41797,39396,81193,86,1396,1482
"2024","5",라오항공,32,32,64,2915,2225,5140,3,3,6
"2024","5",로얄브루나이항공,13,13,26,1047,995,2042,0,9,9
"2024","5",롱하오항공,33,33,66,0,0,0,430,265,695
"2024","5",루프트한자 독일항공,85,84,169,17536,18541,36077,770,1398,2168
"2024","5",말레이시아 항공,50,49,99,8184,8737,16921,541,459,1000
"2024","5",몽골항공,65,65,130,9763,10830,20593,39,263,302
"2024","5",미얀마국제항공,14,14,28,1366,1042,2408,13,3,16
"2024","5",미얀마항공,6,6,12,908,29,937,4,2,6
"2024","5",바틱 에어 말레이시아,30,30,60,3988,3242,7230,0,43,43
"2024","5",베트남항공,186,186,372,34824,36803,71627,1125,826,1951
"2024","5",비엣젯항공,434,434,868,84059,75127,159186,396,201,597
"2024","5",사우디아항공,12,12,24,1799,1810,3609,23,169,192
"2024","5",사천항공,13,13,26,1905,1871,3776,1,10,11
"2024","5",산동항공,310,310,620,39751,43259,83010,524,8,532
"2024","5",상하이항공,31,31,62,4485,4542,9027,30,2,32
"2024","5",샤먼항공,45,45,90,5419,5552,10971,35,21,56
"2024","5",세부퍼시픽항공,87,87,174,18432,15324,33756,58,277,335
"2024","5",스리랑카항공,9,9,18,1978,1477,3455,96,115,211
"2024","5",스위스 국제항공,10,10,20,1889,2027,3916,89,122,211
"2024","5",스카이 앙코르 항공,17,17,34,2610,1946,4556,3,3,6
"2024","5",스쿠트 항공,40,40,80,13054,12366,25420,286,166,453
"2024","5",실크웨이웨스트항공,8,8,16,0,0,0,504,857,1361
"2024","5",심천항공,68,68,136,8297,8253,16550,74,7,81
"2024","5",싱가포르항공,151,150,301,35525,35839,71364,2057,1718,3774
"2024","5",아메리제트,9,9,18,0,0,0,23,261,285
"2024","5",아메리칸항공,31,31,62,8369,8653,17022,95,308,403
"2024","5",아시아나항공,2254,2258,4512,417484,429173,846657,25328,25440,50767
"2024","5",아틀라스항공,183,189,372,0,0,0,2866,1011,3877
"2024","5",에미레이트항공,45,45,90,17962,19152,37114,309,570,878
"2024","5",에바항공,80,80,160,18126,17365,35491,719,369,1088
"2024","5",에어 아스타나,26,26,52,4350,4649,8999,17,114,130
"2024","5",에어 프랑스,31,31,62,9943,10348,20291,406,446,852
"2024","5",에어로 몽골리아,22,22,44,1729,1920,3649,0,0,0
"2024","5",에어로로직,44,44,88,0,0,0,2084,251,2335
"2024","5",에어로케이항공,2,2,4,331,276,607,0,0,0
"2024","5",에어마카오,60,59,119,6511,6816,13327,60,13,73
"2024","5",에어부산,360,359,719,68158,70868,139026,22,0,22
"2024","5",에어서울,417,417,834,77263,78436,155699,44,18,63
"2024","5",에어아시아 버하드,31,31,62,4433,3969,8402,0,0,0
"2024","5",에어아시아엑스,45,45,90,13152,11604,24756,356,341,697
"2024","5",에어인디아 리미티드,17,17,34,3453,2634,6087,96,182,278
"2024","5",에어인천,164,164,328,0,0,0,2064,1502,3566
"2024","5",에어재팬,31,31,62,4964,4224,9188,120,160,280
"2024","5",에어캐나다,62,62,124,21005,21476,42481,327,605,931
"2024","5",에어프레미아,107,107,214,30464,29365,59829,1080,1012,2092
"2024","5",에어홍콩,26,26,52,0,0,0,1101,1114,2214
"2024","5",에티오피아항공,67,66,133,4997,4432,9429,1075,417,1492
"2024","5",에티하드 항공,49,48,97,11502,11357,22859,506,700,1206
"2024","5",우즈베키스탄항공,31,31,62,6987,7152,14139,25,195,221
"2024","5",원통화물항공,45,45,90,0,0,0,981,570,1551
"2024","5",웨스트젯,6,6,12,1902,1831,3733,1,78,79
"2024","5",유나이티드항공,62,62,124,14834,11750,26584,434,874,1308
"2024","5",유피에스항공,124,123,247,0,0,0,1442,2457,3899
"2024","5",이스타항공,313,312,625,47609,49027,96636,0,0,0
"2024","5",일본항공,22,22,44,0,0,0,348,674,1022
"2024","5",전일본공수,27,27,54,0,0,0,765,827,1592
"2024","5",제주항공,1709,1709,3418,269430,269774,539204,1424,1059,2483
"2024","5",젯스타,31,31,62,8310,8006,16316,22,191,213
"2024","5",중국국제항공,269,269,538,35671,41927,77598,651,121,772
"2024","5",중국남방항공,458,458,916,54206,61150,115356,557,150,707
"2024","5",중국동방항공,493,493,986,64916,68756,133672,1105,474,1579
"2024","5",중국센트럴항공,23,23,46,0,0,0,319,89,408
"2024","5",중국우정항공,21,21,42,0,0,0,209,151,361
"2024","5",중국화물항공,10,10,20,0,0,0,876,467,1344
"2024","5",중화항공,93,93,186,19194,19820,39014,642,431,1073
"2024","5",진에어,876,872,1748,187272,185946,373218,970,777,1747
"2024","5",집에어,31,31,62,7427,6620,14047,238,197,435
"2024","5",천진항공,34,34,68,3858,4343,8201,3,3,6
"2024","5",천진화물항공,6,6,12,0,0,0,56,2,57
"2024","5",청도항공,27,27,54,3266,3875,7141,36,3,38
"2024","5",춘추항공,29,29,58,4287,4281,8568,12,6,18
"2024","5",카고룩스 이탈리아 항공,13,13,26,0,0,0,522,561,1083
"2024","5",카고룩스항공,13,13,26,0,0,0,453,934,1386
"2024","5",카타르항공,55,54,109,12441,13097,25538,1410,1959,3369
"2024","5",칼리타항공,89,89,178,0,0,0,1615,982,2597
"2024","5",캐세이퍼시픽항공,128,128,256,26440,26551,52991,1414,719,2133
"2024","5",콴타스항공,18,18,36,4528,4351,8879,82,102,184
"2024","5",타이거에어 타이완,32,31,63,4811,3391,8202,2,47,49
"2024","5",타이에어아시아엑스,47,47,94,13229,13604,26833,612,315,927
"2024","5",타이항공,93,93,186,15137,14776,29913,1867,647,2514
"2024","5",터키항공,58,58,116,14550,14162,28712,1224,1738,2961
"2024","5",투르크메니스탄,4,5,9,0,0,0,79,183,261
"2024","5",티웨이항공,944,943,1887,174211,174348,348559,739,467,1206
"2024","5",폴라에어카고,74,74,148,0,0,0,2801,2851,5652
"2024","5",폴란드항공,49,49,98,9127,10654,19781,206,410,616
"2024","5",피치항공,155,155,310,25498,24237,49735,0,9,9
"2024","5",핀에어,31,31,62,8774,9423,18197,585,442,1026
"2024","5",필리핀에어아시아,50,50,100,6964,6255,13219,3,19,22
"2024","5",필리핀항공,94,93,187,15646,16041,31687,24,178,203
"2024","5",하와이안 항공,22,22,44,5873,4598,10471,38,310,348
"2024","5",홍콩익스프레스,85,86,171,13990,13387,27377,23,19,42
"2024","5",홍콩항공,23,23,46,2604,2748,5352,26,0,26
"2024","5",FedEX항공,156,157,313,0,0,0,3053,2722,5775
"2024","5",KLM네덜란드항공,26,26,52,8667,9214,17881,386,408,794
"2024","5",MY FREIGHTER AIRLINES,1,1,2,0,0,0,0,9,9
"2024","5",ZP,1,1,2,0,0,0,8,0,8
"2024","6",가루다인도네시아,35,35,70,7603,7396,14999,130,218,349
"2024","6",그레이터베이항공,32,32,64,3872,3943,7815,38,22,60
"2024","6",내셔널항공,1,3,4,0,0,0,0,248,248
"2024","6",대한항공,3815,3813,7628,673269,665863,1339132,55569,54774,110343
"2024","6",델타항공,150,150,300,42322,41851,84173,155,1334,1489
"2024","6",라오항공,21,21,42,1631,1837,3468,14,6,19
"2024","6",로얄브루나이항공,13,13,26,912,1033,1945,0,11,11
"2024","6",롱하오항공,39,39,78,0,0,0,538,226,764
"2024","6",루프트한자 독일항공,88,88,176,17144,17798,34942,1050,1676,2726
"2024","6",말레이시아 항공,44,45,89,7399,8907,16306,494,416,910
"2024","6",몽골항공,74,74,148,13252,15574,28826,29,325,354
"2024","6",미얀마국제항공,12,12,24,1195,1031,2226,13,5,17
"2024","6",미얀마항공,4,4,8,605,27,632,2,2,4
"2024","6",바틱 에어 말레이시아,30,30,60,3819,3085,6904,1,37,38
"2024","6",베트남항공,180,180,360,36547,39768,76315,1196,825,2021
"2024","6",비엣젯항공,430,428,858,85015,79890,164905,299,168,467
"2024","6",사우디아항공,10,10,20,2283,1689,3972,6,115,120
"2024","6",사천항공,13,13,26,1770,1820,3590,0,11,11
"2024","6",산동항공,293,292,585,36729,41624,78353,438,13,451
"2024","6",상하이항공,30,30,60,4623,4508,9131,25,3,28
"2024","6",샤먼항공,55,55,110,6633,6886,13519,45,13,58
"2024","6",세부퍼시픽항공,90,90,180,19508,17143,36651,94,371,465
"2024","6",순풍항공,1,1,2,0,0,0,19,7,26
"2024","6",스리랑카항공,8,8,16,1112,1228,2340,85,118,204
"2024","6",스위스 국제항공,12,12,24,2374,2356,4730,122,157,279
"2024","6",스카이 앙코르 항공,14,14,28,1999,1883,3882,0,2,2
"2024","6",스쿠트 항공,35,35,70,11586,10994,22580,147,92,238
"2024","6",실크웨이웨스트항공,9,9,18,0,0,0,624,1019,1643
"2024","6",심천항공,64,64,128,8694,8716,17410,68,8,76
"2024","6",싱가포르항공,144,144,288,31810,35630,67440,1409,1670,3079
"2024","6",아메리칸항공,30,30,60,8397,8497,16894,101,290,392
"2024","6",아시아나항공,2143,2143,4286,420533,425151,845684,24872,24365,49238
"2024","6",아틀라스항공,174,177,351,0,0,0,2772,1167,3939
"2024","6",에미레이트항공,42,42,84,16596,17123,33719,306,623,929
"2024","6",에바항공,77,77,154,18605,18086,36691,645,387,1032
"2024","6",에어 아스타나,35,35,70,5372,5457,10829,11,112,124
"2024","6",에어 프랑스,30,30,60,10254,9596,19850,369,458,827
"2024","6",에어로 몽골리아,26,26,52,2615,2726,5341,0,0,0
"2024","6",에어로로직,44,44,88,0,0,0,2060,264,2324
"2024","6",에어로케이항공,33,34,67,5182,5078,10260,0,0,0
"2024","6",에어마카오,58,58,116,6530,6609,13139,86,17,103
"2024","6",에어부산,348,348,696,69829,72252,142081,13,15,29
"2024","6",에어서울,402,404,806,75824,77290,153114,43,29,72
"2024","6",에어아시아 버하드,29,30,59,4286,4753,9039,0,0,0
"2024","6",에어아시아엑스,34,34,68,9356,9128,18484,296,387,683
"2024","6",에어인디아 리미티드,18,18,36,3394,3950,7344,90,210,300
"2024","6",에어인천,169,167,336,0,0,0,2043,1420,3463
"2024","6",에어재팬,30,30,60,5403,4882,10285,134,155,288
"2024","6",에어캐나다,67,67,134,22657,22507,45164,441,665,1107
"2024","6",에어프레미아,117,118,235,32731,31654,64385,1044,1218,2262
"2024","6",에어홍콩,26,25,51,0,0,0,1163,1099,2261
"2024","6",에티오피아항공,62,62,124,5234,5199,10433,917,300,1217
"2024","6",에티하드 항공,47,47,94,11678,10193,21871,423,714,1137
"2024","6",우즈베키스탄항공,30,30,60,6922,6968,13890,51,170,221
"2024","6",원통화물항공,50,50,100,0,0,0,1114,453,1568
"2024","6",웨스트젯,13,13,26,3900,4054,7954,11,210,221
"2024","6",유나이티드항공,60,60,120,15602,14768,30370,302,967,1268
"2024","6",유피에스항공,120,119,239,0,0,0,1809,2241,4050
"2024","6",이스타항공,303,301,604,50998,51198,102196,0,0,0
"2024","6",일본항공,21,21,42,0,0,0,408,751,1159
"2024","6",장쑤징동화물항공,2,2,4,0,0,0,15,5,19
"2024","6",전일본공수,26,26,52,0,0,0,810,885,1695
"2024","6",제주항공,1667,1662,3329,267716,266957,534673,1481,1137,2619
"2024","6",젯스타,30,30,60,8359,8002,16361,18,193,211
"2024","6",중국국제항공,263,263,526,40480,43609,84089,569,116,685
"2024","6",중국남방항공,483,483,966,61926,67887,129813,568,144,713
"2024","6",중국동방항공,544,541,1085,76663,77992,154655,1028,479,1507
"2024","6",중국센트럴항공,40,40,80,0,0,0,570,158,728
"2024","6",중국연합항공,4,4,8,461,604,1065,0,0,0
"2024","6",중국우정항공,25,25,50,0,0,0,284,175,459
"2024","6",중국화물항공,12,12,24,0,0,0,1019,659,1678
"2024","6",중화항공,90,90,180,19251,19663,38914,471,490,960
"2024","6",진에어,898,898,1796,194012,192585,386597,551,803,1354
"2024","6",집에어,30,30,60,7801,7093,14894,228,243,472
"2024","6",천진항공,16,16,32,1999,2139,4138,1,2,3
"2024","6",천진화물항공,18,18,36,0,0,0,202,6,208
"2024","6",청도항공,30,30,60,3699,4231,7930,20,5,24
"2024","6",춘추항공,29,29,58,4432,4576,9008,4,3,7
"2024","6",카고룩스 이탈리아 항공,12,12,24,0,0,0,532,573,1105
"2024","6",카고룩스항공,14,14,28,0,0,0,445,1000,1445
"2024","6",카놋샤크,4,4,8,383,284,667,0,0,0
"2024","6",카타르항공,51,52,103,11812,11720,23532,1289,2181,3470
"2024","6",칼리타항공,82,84,166,0,0,0,2350,367,2717
"2024","6",캐세이퍼시픽항공,125,125,250,28793,27074,55867,1431,826,2257
"2024","6",콴타스항공,13,13,26,3717,3252,6969,2,110,111
"2024","6",타이거에어 타이완,30,30,60,5002,3143,8145,0,46,46
"2024","6",타이에어아시아엑스,43,43,86,12378,13230,25608,420,271,691
"2024","6",타이항공,90,90,180,15104,16452,31556,1452,651,2103
"2024","6",터키항공,56,56,112,14773,13860,28633,1299,1757,3056
"2024","6",투르크메니스탄,4,4,8,0,0,0,68,166,234
"2024","6",티웨이항공,937,935,1872,176952,176258,353210,645,526,1171
"2024","6",폴라에어카고,74,76,150,0,0,0,2847,3536,6383
"2024","6",폴란드항공,40,40,80,8874,7747,16621,166,442,609
"2024","6",피치항공,150,150,300,24857,22951,47808,0,10,10
"2024","6",핀에어,30,30,60,9067,8651,17718,486,436,922
"2024","6",필리핀에어아시아,30,30,60,4685,4617,9302,5,17,22
"2024","6",필리핀항공,90,90,180,15500,16705,32205,16,173,189
"2024","6",하와이안 항공,22,22,44,5933,5289,11222,23,369,391
"2024","6",홍콩익스프레스,81,81,162,12917,11911,24828,25,16,41
"2024","6",홍콩항공,21,21,42,2886,2713,5599,31,0,31
"2024","6",FedEX항공,145,145,290,0,0,0,3273,2911,6183
"2024","6",KLM네덜란드항공,23,23,46,7657,7685,15342,311,369,680
"2024","6",MY FREIGHTER AIRLINES,1,1,2,0,0,0,3,17,20
"2024","6",RON,1,1,2,5,0,5,0,0,0
"2024","7",가루다인도네시아,51,51,102,9787,12000,21787,150,345,496
"2024","7",그레이터베이항공,31,31,62,2906,4790,7696,27,18,45
"2024","7",내셔널항공,4,7,11,0,0,0,0,513,513
"2024","7",대한항공,3971,3969,7940,667711,705165,1372876,55119,55513,110632
"2024","7",델타항공,149,151,300,37905,43657,81562,130,983,1114
"2024","7",라오항공,22,22,44,2113,2344,4457,29,7,36
"2024","7",로얄브루나이항공,14,14,28,825,1169,1994,0,13,14
"2024","7",롱하오항공,40,40,80,0,0,0,542,186,728
"2024","7",루프트한자 독일항공,81,81,162,15578,15777,31355,883,1408,2290
"2024","7",말레이시아 항공,45,45,90,6904,10623,17527,354,457,811
"2024","7",몽골항공,104,104,208,20077,23217,43294,92,311,404
"2024","7",미얀마국제항공,13,13,26,986,1345,2331,12,8,19
"2024","7",미얀마항공,6,6,12,875,32,907,4,3,7
"2024","7",바틱 에어 말레이시아,31,31,62,4649,4992,9641,3,25,28
"2024","7",베트남항공,186,186,372,38017,44439,82456,1236,873,2109
"2024","7",비엣젯항공,458,459,917,88878,92173,181051,359,124,482
"2024","7",사천항공,13,13,26,1729,1780,3509,1,10,11
"2024","7",산동항공,304,305,609,39702,40926,80628,439,28,467
"2024","7",상하이항공,31,31,62,4533,4653,9186,11,2,13
"2024","7",샤먼항공,56,56,112,7342,7200,14542,39,16,55
"2024","7",세부퍼시픽항공,86,86,172,14515,15815,30330,34,120,154
"2024","7",스리랑카항공,10,10,20,1819,2192,4011,124,135,259
"2024","7",스위스 국제항공,14,14,28,2863,2794,5657,181,203,384
"2024","7",스카이 앙코르 항공,14,14,28,2217,2373,4590,3,4,7
"2024","7",스쿠트 항공,31,31,62,9598,10097,19695,48,78,126
"2024","7",실크웨이웨스트항공,9,9,18,0,0,0,554,872,1426
"2024","7",심천항공,66,66,132,8452,8806,17258,54,9,64
"2024","7",싱가포르항공,151,151,302,24128,30011,54139,1298,1856,3154
"2024","7",아메리칸항공,31,31,62,6448,8789,15237,99,258,356
"2024","7",아시아나항공,2354,2353,4707,443396,479550,922946,24950,24505,49455
"2024","7",아틀라스항공,176,169,345,0,0,0,2584,578,3162
"2024","7",에미레이트항공,45,45,90,16740,17885,34625,371,582,953
