English_City,Korean_City,Time_Difference_vs_Seoul_Hours
Mbanza-Congo,음반자 콩고,-8
Linfen,린펀,-1
Beryozovo,베료조보,-5
Zakynthos,자킨토스,-7
Pietermaritzburg,피터마리츠버그,-7
Namibe,나미베,-7
Chichen Itza,치첸 이차,-15
Kwigillingok,크위길링고크,-17
Chengde,청더,-1
Svolvaer,스볼베르,-7
Sindhudurg,신두두르그,-3.5
Ikaria Island,이카리아 제도,-7
Chicago,시카고,-14
Koulamoutou,쿨라무투,-8
El Tor,엘 토르,-7
Sambava,삼바바,-6
Asaloyeh,아살루예흐,-5.5
Kalaburagi,칼라부라기,-3.5
Tiaret,티아레트,-8
Treviso,트레비소,-7
Grenada,그레나다,-13
Bangor,뱅고어,-13
Balakovo,발라코보,-6
Los Alamos,로스 알라모스,-15
Bamenda,바멘다,-8
MocImboa da Praia,모심보아 다 프라이아,-6
Kinmen,진먼,-1
Macapa,마카파,-12
Cyangugu,찬구구,-6
Seattle,시애틀,-16
Tacloban,타클로반,-1
Rabat,라바트,-8
Sayun,사윤,-6
Mukomuko,무코무코,-2
Sharq Al Owainat,샤르크 알 오와이나트,-7
Chiang Rai,치앙라이,-2
Ravensthorpe,레이븐소프,+1
Melbourne,멜버른,+1
Xiamen,샤먼,-1
San Rafael,산 라파엘,-12
Rochester,로체스터,-13
Hagerstown,헤이거스타운,-13
Vasteras,베스테로스,-7
Dodoma,도도마,-6
Sao Jose dos Campos,상 주제 두스 캄포스,-12
Minatitlan,미나티틀란,-15
Mora,모라,-8
Wenshan,원산,-1
SantaFe,산타페,-15
Viedma,비에드마,-12
Amami,아마미,+0
Dadu,다두,-1
Salekhard,살레하르트,-4
Chisasibi,치사시비,-14
Lakeland,레이크랜드,-13
Ras alKhaimah,라스 알 카이마,-5
Confresa,콘프레사,-13
Magnitogorsk,마그니토고르스크,-4
Camden,캠든,-13
Moron,모론,-12
Noatak,노아탁,-17
Karshi,카르시,-4
Kalymnos,칼림노스,-7
Belgorod,벨고로드,-6
Mauritius,모리셔스,-5
Antigua,안티과,-13
Strezhevoy,스트레제보이,-3
Mount Hotham,마운트 호텀,+1
Nikunau,니쿠나우,+3
Guanambi,과나비,-12
Erfurt,에르푸르트,-7
Sarnia,사르니아,-14
Cooktown,쿡타운,+1
Xichang,시창,-1
Yiwu,이우,-1
Garze County,가르제 현,-1
Redang Island,르당 제도,-1
Point Lay,포인트 레이,-17
Chenzhou,천저우,-1
Valdosta,발도스타,-13
Luanda,루안다,-8
Mafia Island,마피아 제도,-6
Girona,지로나,-7
Joao Pessoa,주앙 페소아,-12
GAllivare,옐리바레,-7
Lusaka,루사카,-7
Larsen Bay,라르센 베이,-17
Vardo,바르되,-7
Afutara,아푸타라,+2
QuangNinh,꽝닌,-2
Kingman,킹맨,-16
Gwalior,괄리오르,-3.5
Polokwane,폴로콰네,-7
Pedernales,페데르날레스,-14
Lichinga,리싱가,-7
Chimbote,침보테,-14
Ann,앤,-13
Andenes,안데네스,-7
Sicogon,시코곤,-1
Angama Mara,안가마 마라,-6
Red Lake,레드 레이크,-15
Sanliurfa,샨리우르파,-6
Lagos,라고스,-8
Moser Bay,모저 베이,-17
Qianjiang,첸장,-1
SanJulian,산 줄리안,-14
Mengomeyen,멘고메옌,-8
Koromiko,코로미코,+3
Gustavus,구스타부스,-17
Fuzhou,푸저우,-1
Palopo,팔로포,-2
Hanzhong,한중,-1
Scammon Bay,스캐먼 베이,-18
San Marcos,산 마르코스,-15
DongHoi,동허이,-2
Saravena,사라베나,-14
Albuquerque,앨버커키,-15
Amarillo,아마릴로,-15
Kerki,케르키,-4
Fairbanks,페어뱅크스,-17
Hof,호프,-7
Kokoda,코코다,+1
Kutahya,쿠타히아,-6
Chios Island,히오스 제도,-7
Kushinagar,쿠시나가르,-3.5
Al Hoceima,알호세이마,-8
Mamuju,마무주,-1
Bora Bora,보라보라,-20
Mzuzu,므주주,-7
Chimoio,시모이오,-7
Guyuan,구위안,-1
Corrientes,코리엔테스,-12
Phitsanulok,피차눌록,-2
Baishan,바이산,-1
Ujae Island,우자에 제도,+3
Montauk,몬톡,-13
Kandy,캔디,-3.5
Stuart Island,스튜어트 아일랜드,-16
Kaben,카벤,+3
Braunfels,브라운펠스,-7
Kyaukpyu,차우크퓨,-2.5
Altai,알타이,-1
Mana Island,마나 제도,+3
Red Dog,레드 도그,-17
Keewaywin,키웨이윈,-15
Salisbury,솔즈베리,-13
Johor Bahru,조호르바루,-1
Rukumkot,루쿰코트,-3.75
Daporijo,다포리조,-3
Pakse,팍세,-2
Rurutu,루루투,-19
Essen,에센,-7
Ust-Kamenogorsk,우스티 카메노고르스크,-4
Bogorodskoye,보고로드스코예,+1
Valverde,발베르데,-8
Alor Setar,알로르 스타르,-1
AlHamra,알함라,-5
Batman,바트만,-6
Out Skerries,아웃 스커리즈,-8
Bhopal,보팔,-3.5
Mareeba,마리바,+1
Toliara,툴리아라,-6
Bedford,베드포드,-13
Weerawila,위라윌라,-3.5
Xigaze,시가체,-1
Goiania,고이아니아,-12
Bhubaneswar,부바네스와르,-3.5
Liupanshui,류판수이,-1
Antwerp,안트베르펜,-7
Santo Domingo,산토 도밍고,-14
Vanavara,바나바라,-2
Ondangwa,온당과,-7
Wanaka,와나카,+3
Bentota,벤토타,-3.5
Sevilla,세비야,-7
Staunton-Waynesboro,스톤튼-웨인즈버러,-13
Khabarovsk,하바롭스크,+1
Tyumen,튜멘,-4
Guarapari,과라파리,-12
Muzaffarpur,무자파르푸르,-3.5
Peawanuck,피아와누크,-15
Coober Pedy,쿠버페디,+0.5
Mare,마레,+2
Tofino,토피노,-16
Vinnytsia,빈니차,-7
Friedrichshafen,프리드리히스하펜,-7
Punta Gorda,푼타 고르다,-15
Naples,나폴리,-7
Bechar,베샤르,-8
Okha,오카,+2
Radom,라도미,-7
Kiana,키아나,-17
Bella Bella,벨라 벨라,-16
Keshod,케쇼드,-3.5
Bharatpur,바라트푸르,-3.75
Cascavel,카스카벨,-12
Healy Lake,힐리 레이크,-17
Vila Rica,빌라 히카,-13
Xingtai,싱타이,-1
Xinzhou,신저우,-1
Siwa Oasis,시와 오아시스,-7
Ust-Kut,우스티 쿠트,-3
Stockholm,스톡홀름,-7
Miles City,마일즈 시티,-15
Rigolet,리고렛,-13.5
Karlsruhe,카를스루에,-7
Namangan,나망간,-4
Funafuti,푸나푸티,+3
Bujumbura,부줌부라,-7
Torreon,토레온,-15
Caceres,카세레스,-7
MedellIn,메데인,-14
Isafjrour,이사피요르뒤르,-9
Udon Thani,우돈타니,-2
Vancouver,밴쿠버,-16
Hopkinsville,홉킨스빌,-14
Melo,멜로,-12
Santiago,산티아고,-13
Tubuai,투부아이,-19
Kastamonu,카스타모누,-6
Yushu,위수,-1
Palma de Mallorca,팔마 데 마요르카,-7
Kamishly,카미쉴리,-6
Kuujjuaq,쿠주아크,-14
Barreirinhas,바헤이리냐스,-12
Saarbrcken,자르브뤼켄,-7
Muscat,무스카트,-5
Lopburi,롭부리,-2
Nonouti,노노우티,+3
Makhachkala,마하치칼라,-6
Kulob,쿨롭,-4
Port of Spain,포트 오브 스페인,-13
Chetumal,체투말,-15
Santa Rosa,산타 로사,-12
Utila,우틸라,-15
Freeport,프리포트,-14
White Mountain,화이트 마운틴,-18
Pasir Pangaraian,파시르 판가라이안,-2
Valenca,발렌사,-12
Monastir,모나스티르,-8
Corozal,코로살,-15
Palembang,팔렘방,-2
Cape Lisburne,케이프 리스번,-17
Bjorkvik,비오르크비크,-7
Newcastle,뉴캐슬,-8
East London,이스트 런던,-7
Meghauli,메가울리,-3.75
Barcelona,바르셀로나,-7
Peterborough,피터버러,-13
Bukavu,부카부,-7
Pevek,페베크,+1
St Andrew Parish,세인트 앤드류 패리시,-13
Kikori,키코리,+1
Broken Hill,브로큰 힐,+0.5
Tioman Island,티오만 제도,-1
Pohang,포항,+0
Olga Bay,올가 베이,-17
Belfast,벨파스트,-8
Maiduguri,마이두구리,-8
Crescent City,크레센트 시티,-16
Sorong,소롱,+0
Sumarorong,수마로롱,-1
Guayaquil,과야킬,-14
Wotje Atoll,워체 아톨,+3
Jingzhou,징저우,-1
Sakon Nakhon,사콘나콘,-2
Mardin,마르딘,-6
Duluth,덜루스,-14
Rukum Salle,루쿰 살레,-3.75
Luwuk,루우크,-1
Sao Tome,상투메,-8
Meekatharra,미카타라,-1
Mehamn,메함,-7
Manja,만자,-6
Braganca,브라간사,-12
Athens,아테네,-7
Tanga,탕가,-6
Mason City,메이슨 시티,-14
Durazno,두라스노,-12
Ithaca,이타카,-13
Zonalnoe,조날노예,+0
Lubuklinggau,루북링가우,-2
GuayaramerIn,과야라메린,-13
StEustatius,세인트 유스타티우스,-13
Mamitupo,마미투포,-14
Luena,루에나,-8
Hermosillo,에르모시요,-16
Arauca,아라우카,-14
Lucknow,러크나우,-3.5
Rajahmundry,라자문드리,-3.5
Jeremie,제레미,-14
Virginia,버지니아,-14
Storuman,스토루만,-7
Homer,호머,-17
Dambulla,담불라,-3.5
Ko Samui,코사무이,-2
Minot,마이넛,-15
Lanzhou,란저우,-1
Khotang,코탕,-3.75
Bien Hoa,비엔호아,-2
Quetzaltenango,케찰테낭고,-15
Evansville,에번스빌,-14
Zweibrcken,츠바이브뤼켄,-7
Rodez,로데즈,-7
Takapoto,타카포토,-19
Tolanaro,톨라나루,-6
Enfidha,엔피다,-8
Algiers,알제,-8
Juneau,주노,-17
Bourke,버크,+1
Khartoum,하르툼,-7
Sydney,시드니,+1
Irkutsk,이르쿠츠크,-1
Singkep,싱켑,-2
The Valley,더 밸리,-13
Kelowna,켈로나,-16
Yangyang,양양,+0
El Bayadh,엘 바야드,-8
Sumbawa,숨바와,-1
Terceira Island,테르세이라 제도,-9
Cuiaba,쿠이아바,-13
Tarapoto,타라포토,-14
Salvador,살바도르,-12
Kapalua,카팔루아,-19
Semera,세메라,-6
Goma,고마,-7
Owensboro,오언즈버러,-14
Brunswick,브런즈윅,-13
GazipaSa,가지파샤,-6
Coldfoot,콜드풋,-17
Guanaja,과나하,-15
Djibouti,지부티,-6
Swansea,스완지,-8
Havasupai,하바수파이,-16
Hakodate,하코다테,+0
Yichang,이창,-1
Marseille,마르세유,-7
Chichijima,지치지마,+0
Zagora,자고라,-8
Tucuman,투쿠만,-12
Lulea,룰레오,-7
Raxaul,락사울,-3.75
Ancenis,앙세니스,-7
Qitai,치타이,-1
Aguaclara,아과클라라,-14
Stillwater,스틸워터,-15
Shymkent,심켄트,-4
Bologna,볼로냐,-7
Yoshkar-Ola,요슈카르올라,-6
Karup,카루프,-7
Ulei,울레이,+2
Yonago,요나고,+0
Kristiansund,크리스티안순,-7
Poznan,포즈난,-7
Shirdi,시르디,-3.5
Northway,노스웨이,-17
Doncaster,돈캐스터,-8
Sitka,싯카,-17
BrasIlia,브라질리아,-12
Heligoland,헬골란트,-7
Mbombela,음봄벨라,-7
Kerteh,케르테,-1
Dali,다리,-1
Lappeenranta,라펜란타,-7
Kish Island,키시 섬,-5.5
Lankaran,란카란,-5
odate-Noshiro,오다테-노시로,+0
Huambo,후암보,-8
Valdivia,발디비아,-12
Krasnodar,크라스노다르,-6
Vero Beach,베로 비치,-13
Hami,하미,-1
Timbiqui,팀비퀴,-14
Poltava,폴타바,-7
Simla,심라,-3.5
Tulcan,툴칸,-14
Lucas do Rio Verde,루카스 두 리우 베르지,-13
Spring Point,스프링 포인트,-14
Sukkur,수쿠르,-4
Okayama,오카야마,+0
Duqm,둠,-5
Tuluksak,툴룩삭,-17
Cortes+M4296,코르테스+M4296,-15
Punta Arenas,푼타 아레나스,-12
Kutaisi,쿠타이시,-5
Onslow,온슬로,-1
Mineralnye Vody,미네랄니예 보디,-6
Nazca,나스카,-14
Foya,포야,-8
East Midlands,이스트 미들랜즈,-8
Puerto Barrios,푸에르토 바리오스,-15
Mexicali,멕시칼리,-16
Longana,롱가나,+2
Yakutsk,야쿠츠크,+0
Mogilev,모길료프,-6
Uummannaq,우마나크,-12
Calabar,칼라바르,-8
Almaty,알마티,-4
Dawei,다웨이,-2
Tacna,타크나,-14
Carcassonne,카르카손,-7
Wick,윅,-8
orsta-Volda,오르스타-볼다,-7
San Salvador,산 살바도르,-15
Hay River,헤이 리버,-15
Kabri Dar,카브리 다르,-6
St. George,세인트 조지,-16
Ampara,암파라,-3.5
Kimberley,킴벌리,-7
Beni,베니,-7
Aurukun,오루쿤,+1
Podgorica,포드고리차,-7
Coondewanna,쿤데와나,-1
Valdez,발데즈,-17
Kolaka,콜라카,-1
Rengat,렝갓,-2
Sirsa,시르사,-3.5
Bam,밤,-5.5
Sabang,사방,-2
Wiarton,와이어턴,-14
Biak,비아크,+0
Wuxi,우시,-1
Woitape,워이타페,+1
Tete-a-la-Baleine,테트 아 라 발렌,-13.5
Molde,몰데,-7
Zaporizhzhia,자포리자,-7
Wotho Atoll,워토 아톨,+3
Sochi,소치,-6
Pavlodar,파블로다르,-4
Bangalore,방갈로르,-3.5
Yancheng,옌청,-1
Tacoma,타코마,-16
Petersburg,피터즈버그,-17
Alar,알라르,-1
L'Aquila,라퀼라,-7
Touggourt,투구르트,-8
Khorramabad,코라마바드,-5.5
Togiak,토기아크,-17
Fengning,펑닝,-1
Dalbandin,달반딘,-4.5
Fort Wainwright,포트 웨인라이트,-17
Neuquen,네우켄,-12
Adak Island,아닥 제도,-18
Sarasota,새러소타,-13
Evadale,에버데일,-15
Serra Talhada,세라 탈하다,-12
Foggia,포자,-7
Tashkent,타슈켄트,-4
Odienne,오디엔네,-8
Surat Thani,수랏타니,-2
Upington,어핑턴,-7
Gao,가오,-8
Tenerife,테네리페,-9
Bosaso,보사소,-6
Thargomindah,타르고민다,+1
Tabiteuea South,타비테우아 사우스,+3
Rangiroa,랑기로아,-19
SAlen,살렌,-7
Ifuru,이푸루,-4
Mont-Tremblant,몽 트랑블랑,-13
PrIncipe Island,프린시페 섬,-9
Carauari,카라우아리,-14
Oban,오번,-8
Chelyabinsk,첼랴빈스크,-4
Likoma Island,리코마 제도,-7
Kearney,커니,-15
Kraljevo,크랄례보,-7
Lampang,람빵,-2
Holy Cross,홀리 크로스,-17
Linyi,린이,-1
West Yellowstone,웨스트 옐로스톤,-16
Calama,칼라마,-13
Khon Kaen,콘깬,-2
Belgrade,베오그라드,-7
Ancona,안코나,-7
Saint-Nazaire,생나제르,-7
Biarritz,비아리츠,-7
Washington,워싱턴,-13
Boca Raton,보카 라톤,-13
Logan,로건,-16
Creel,크리엘,-15
Madang,마당,+1
Bendigo,벤디고,+1
Narok,나로크,-6
Vladivostok,블라디보스토크,+1
Taizhou,타이저우,-1
Butaritari Atoll,부타리타리 아톨,+3
Brussels,브뤼셀,-7
Qala i Naw,칼라이나우,-4.5
Bayamo,바야모,-14
Al-Baha,알 바하,-6
Mount Clemens,마운트 클레멘스,-13
Kuala Lumpur,쿠알라룸푸르,-1
Igarka,이가르카,-2
Enewetak,에네웨타크,+3
Abadan,아바단,-5.5
Chumikan,추미칸,+1
TarinKot,타린 코트,-4.5
Chambery,샹베리,-7
Antananarivo,안타나나리보,-6
Berlevag,베르레보그,-7
Anaktuvuk Pass,아낙투부크 패스,-17
Sonderborg,쇠네르보르,-7
Pangnirtung,팡니르퉁,-14
Sun City,선 시티,-16
Escanaba,이스카나바,-14
Indore,인도르,-3.5
Greensburg,그린즈버그,-13
Orlando,올랜도,-13
Reynosa,레이노사,-15
Brampton Island,브램프턴 아일랜드,+1
Pajala,파얄라,-7
NamroleBuru,남롤레부루,+0
Moscow,모스크바,-6
Niamey,니아메,-8
Yulin,위린,-1
SonLa,선라,-2
Hoolehua,훌레후아,-19
Miles,마일즈,-15
Savoonga,사붕가,-18
Oyo,오요,-8
Kigoma,키고마,-6
Menorca,메노르카,-7
Erzincan,에르진잔,-6
Barimunya,바리문야,-1
Choibalsan,초이발산,-1
Tortola,토르톨라,-13
Barter Island,바터 아일랜드,-17
Iberia,이베리아,-13
Kolo,콜로,-8
Cruzeiro do Sul,크루제이루 두 술,-14
Oslo,오슬로,-7
Bagan/Nyaung,바간/냐웅우,-2.5
Miyazaki,미야자키,+0
Weihai,웨이하이,-1
Tojo Una Una,토조 우나 우나,-1
Santander,산탄데르,-7
Sveg,스베그,-7
Jeh Island,제흐 제도,+3
Stokmarknes,스토크마르크네스,-7
Holingol,호링거우얼,-1
El Catey,엘 카테이,-14
Dammam,담맘,-6
Amakusa,아마쿠사,+0
Marudi,마루디,-1
Toowoomba,투움바,+1
Tanjung Manis,탄중 마니스,-1
Monteagudo,몬테아구도,-13
Gary,개리,-14
Leshukonskoye,레슈콘스코예,-6
Thorshofn,토르스호픈,-9
Heho,헤호,-2.5
Ouarzazate,와르자자트,-8
Guriel,구리엘,-6
Mazar-i-Sharif,마자르이샤리프,-4.5
Dease Lake,디즈 레이크,-16
Coffs Harbour,콥스 하버,+1
Higlieg,히글리크,-6
Salta,살타,-12
Napa,나파,-16
Luganville,루간빌,+2
Tarko-Sale,타르코 살레,-4
Northern Peninsula,노던 페닌슐라,-13
Westcheste,웨스트체스터,-13
Mount Gambier,마운트 갬비어,+0.5
Hengyang,헝양,-1
Penza,펜자,-6
Hangzhou,항저우,-1
Hefei,허페이,-1
Shoreham,쇼어햄,-8
Mangshi,망시,-1
Nain,내인,-12.5
Asheville,애슈빌,-13
Cooch Behar,쿠치 비하르,-3
Del Rio,델 리오,-15
Rajbiraj,라즈비라즈,-3.75
General Santos,제너럴 산토스,-1
Grenoble,그르노블,-7
Kenmore,켄모어,-16
Kutacane,쿠타카네,-2
Zahedan,자헤단,-5.5
Jonesboro,존즈버러,-14
Phinda,핀다,-7
Verona,베로나,-7
Karlovy Vary,카를로비 바리,-7
Monroe,먼로,-15
Yulara,율라라,+0.5
Palana,팔라나,+1
Blantyre,블랜타이어,-7
Lianyungang,롄윈강,-1
Wamena,와메나,+0
Karakol,카라콜,-4
Birmingham,버밍엄,-8
Kristiansand,크리스티안산,-7
Kediri Dhoho,케디리 도호,-2
Blanc-Sablon,블랑 사블롱,-13
Manizales,마니살레스,-14
Portland,포틀랜드,-16
Yichun,이춘,-1
Qingdao,칭다오,-1
Izumo,이즈모,+0
El Paso,엘 패소,-15
Ketchikan,케치칸,-17
Iringa,이링가,-6
El Dorado,엘도라도,-15
Rahim Yar Khan,라힘 야르 칸,-4
Batagay,바타가이,+1
Szczytno,슈치트노,-7
Tolitoli,톨리톨리,-1
Goa,고아,-3.5
Pai,빠이,-2
Al-Qadisiyah,알카디시야,-6
Iron Mountain,아이언 마운틴,-14
Pau,포,-7
Port Alberni,포트 앨버니,-16
Mashhad,마슈하드,-5.5
Kendari,켄다리,-1
Nawabshah,나바브샤,-4
Nanaimo,나나이모,-16
Norrkping,노르셰핑,-7
Merimbula,메림불라,+1
Jumla,줌라,-3.75
Koliganek,콜리가넥,-17
Arcata-Eureka,아카타-유레카,-16
Kitale,키탈레,-6
Chub Cay,찹 케이,-14
Granada,그라나다,-7
Puerto ObaldIa,푸에르토 오발디아,-14
North Caicos,노스 카이코스,-14
Puerto AsIs,푸에르토 아시스,-14
Little Grand,리틀 그랜드,-15
Sigiriya,시기리야,-3.5
Fortaleza,포르탈레자,-12
Mekele,메켈레,-6
London Biggin Hill,런던 비긴 힐,-8
Pico Island,피코 제도,-9
Paraparaumu Beach,파라파라움 해변,+3
Hindon,힌돈,-3.5
Rouen,루앙,-7
Queretaro,케레타로,-15
Khandyga,칸디가,+0
Lhokseumawe,록세우마웨,-2
Angers,앙제,-7
Bakelalan,바켈랄란,-1
Alexandria,알렉산드리아,-7
Dusseldorf,뒤셀도르프,-7
Puerto InIrida,푸에르토 이니리다,-14
Istanbul,이스탄불,-6
Pelican,펠리컨,-17
Thief River Falls,시프 리버 폴스,-14
Pukarua,푸카루아,-19
Luoyang,뤄양,-1
Riohacha,리오아차,-14
Kirksville,커크스빌,-14
Moala Island,모알라 제도,+3
Tivat,티바트,-7
Oxford,옥스포드,-8
Merzifon,메르지폰,-6
Malda,말다,-3
Burlington,벌링턴,-13
Iquique,이키케,-13
Nan,난,-2
Timisoara,티미쇼아라,-7
Kadavu,카다부,+3
Toulon,툴롱,-7
Fort Huachuca,포트 후아추카,-16
Prescott,프레스콧,-16
Cuneo,쿠네오,-7
West Michigan,웨스트 미시간,-14
Zhanjiang,잔장,-1
Uzhhorod,우주호로드,-7
Nifty Copper Mine,니프티 구리 광산,-1
Kindu,킨두,-7
Cunnamulla,쿠나물라,+1
Ozernaya,오제르나야,-17
Yerbogachen,예르보가첸,-2
Isles of Scilly,실리 제도,-8
Hobbs,홉스,-15
Krasnoselkup,크라스노셀쿠프,-5
Tokyo,도쿄,+0
Manistee,매니스티,-14
SanIgnacio,산 이그나시오,-15
Sangapi,상가피,-1
Sept-Iles,셉틸,-13
El Obeid,엘 오베이드,-7
Long Seridan,롱 세리단,-1
Stronsay,스트론세이,-8
Kalibo,칼리보,-1
Deline,델린,-16
Sanandaj,사난다지,-5.5
Tebessa,테베사,-7
Sint Maarten,신트 마르턴,-13
Ternate,테르나테,+0
GrImsey,그림세이,-9
Aniak,애니악,-17
Osijek,오시예크,-7
Manhattan,맨해튼,-14
Makkovik,마코빅,-12.5
Ostend-Bruges,오스텐더-브뤼헤,-7
Da Nang,다낭,-2
Central,센트럴,-17
Oranjemund,오라녜문트,-8
Phuket,푸켓,-2
Oksibil,옥시빌,+0
Matak,마탁,-2
Zaqatala,자카탈라,-5
Tissamaharama,티사마하라마,-3.5
Santa Fe,산타페,-15
Kotabaru,코타바루,-1
Geita,게이타,-6
Prominent Hill,프로미넌트 힐,+0.5
Katowice,카토비체,-7
Bandung,반둥,-2
Barra,바라,-8
Rorvik,뢰르비크,-7
Long Lellang,롱 렐랑,-1
Doomadgee,둠마지,+1
Suavanao,수아바나오,+2
Apia,아피아,+2
Damascus,다마스쿠스,-7
Sir Bani Yas,시르 바니 야스,-5
Kadena,카데나,+0
Ogdensburg,오그덴스버그,-13
Maningrida,매닝그리다,+0.5
Apolo,아폴로,-13
Saint Croix,세인트 크로이,-13
Corner,코너,-13
Hyder,하이더,-17
Rotuma Island,로투마 제도,+3
Gisborne,기즈번,+3
Bucaramanga,부카라망가,-14
Arctic Village,아크틱 빌리지,-17
Cagliari,칼리아리,-7
Tangerang,탕에랑,-2
Sligo,슬라이고,-8
Wapenamanda,와페나만다,+1
Yellowknife,옐로나이프,-15
HolguIn,올긴,-14
Diamantina,디아만티나,-12
Matadi,마타디,-8
Lijiang,리장,-1
Narvik,나르빅,-7
Chimore,치모레,-13
Timimoun,티미문,-8
Yateley,야틀리,-8
Misima Island,미시마 제도,+1
Twizel,트위젤,+3
Lawton,로턴,-15
San Jose del Guaviare,산호세 델 과비아레,-14
Quetta,퀘타,-4
Chihuahua,치와와,-15
Kaunas,카우나스,-7
Lisala,리살라,-8
Khujand,후잔드,-4
Xinyuan,신위안,-3
Virgin Gorda,버지니아 고르다,-13
Goodnews Bay,굿뉴스 베이,-17
Horn Island,혼 제도,+1
Beru Island,베루 제도,+3
Verkhnevliyuy,베르흐네블리위,+0
Saskylakh,사스키라흐,+1
Fujairah,푸자이라,-5
Manokotak,마노코타크,-17
GooseBay,구스 베이,-12.5
Badu Island,바두 제도,+1
Windsor Locks,윈저 록스,-13
Salto del Guaira,살토 델 과이라,-13
Leipzig,라이프치히,-7
Port Lions,포트 라이온즈,-17
Roatan,로아탄,-15
Jorhat,조르하트,-3
Tenakee,테나키,-17
El Calafate,엘 칼라파테,-12
Tarapoa,타라포아,-14
Bikaner,비카네르,-3.5
Shilavo,실라보,-6
Rijeka,리예카,-7
Balmaceda,발마세다,-12
Severodonetsk,세베로도네츠크,-7
Taytay,타이타이,-1
Car Nicobar,카르 니코바르,-3.5
Budapest,부다페스트,-7
Birdsville,버즈빌,+1
Shishmaref,시쉬마레프,-18
Resende,레젠데,-12
Negril,네그릴,-14
Jamshedpur,잠셰드푸르,-3.5
Nanyang,난양,-1
Ejin Banner,어지너 기,-1
Bayankhongor,바양홍고르,-1
Silchar,실차르,-3
Aupaluk,오파루크,-14
Illizi,일리지,-8
Dhaalu Atoll,달루 아톨,-4
Atuona,아투오나,-19.5
Kastoria,카스토리아,-7
Menongue,메농게,-8
Ali,알리,-6
Adan,아덴,-6
Griffith,그리피스,+1
Yuma,유마,-16
Padang,파당,-2
Corazon de JesUs,코라손 데 헤수스,-14
Rhodes,로드스,-7
Cape Town,케이프 타운,-7
Leh,레,-3.5
Mono Island,모노 제도,+2
Maiana,마이아나,+3
Moab,모아브,-15
Kaedi,카에디,-8
Peshawar,페샤와르,-4
Ningbo,닝보,-1
Koro Island,코로 제도,+3
Fane,파네,+2
Laredo,라레도,-15
Cherepovets,체레포베츠,-6
Rock Springs,록 스프링스,-15
Cuyo,쿠요,-1
Altay,알타이,-1
Daloa,달로아,-8
La Rioja,라 리오하,-12
Pensacola,펜서콜라,-14
Pontiac,폰티악,-14
Mohenjo Daro,모헨조 다로,-4
Samara,사마라,-5
Ruoqiang,뤄창,-1
Tongliao,퉁랴오,-1
Arctic Bay,아크틱 베이,-14
Tongren,퉁런,-1
Lewoleba,레올레바,-1
Rara Talcha,라라 탈차,-3.75
San Fernando,산 페르난도,-1
Sukhumi,수후미,-6
Great Bend,그레이트 벤드,-15
Wilmington,윌밍턴,-13
Bergen,베르겐,-7
Waspam,와스팜,-15
Magadan,마가단,+2
Ca Mau,까마우,-2
Mossoro,모소로,-12
Yakushima,야쿠시마,+0
Delingha,델링하,-1
Fort Collins,포트 콜린스,-15
Santiago de Compostela,산티아고 데 콤포스텔라,-7
Talca,탈카,-12
Turaif,투라이프,-6
Palanan,팔라난,-1
Nashik,나시크,-3.5
Rize Province,리제 주,-6
Niagara Falls,나이아가라 폭포,-13
Mukhaizna,무카이자나,-5
Kwethluk,크웨스럭,-17
Tamana,타마나,-19
Port Williams,포트 윌리엄스,-17
South Tangerang,사우스 탕에랑,-2
Khasab,카사브,-5
Trenton,트렌턴,-13
Gaya,가야,-3.5
Sakkyryr,사키리르,+0
Lamen Bay,라멘 베이,+2
Heze,허쩌,-1
Naukati Bay,나우카티 베이,-17
Stord,스토르드,-7
Dolisie,돌리시,-8
Mirny,미르니,-2
Kihihi,키히히,-6
Puerto Jimenez,푸에르토 히메네스,-15
Praya,프라야,-2
Nabire,나비레,+0
Varkaus,바르카우스,-7
Raipur,라이푸르,-3.5
Grand Junction,그랜드 정션,-15
Inukjuak,이누주아크,-14
Kalma Wonsan,갈마 원산,+0
Albert,앨버트,-14
Dera Ghazi Khan,데라 가지 칸,-4
Woodie Woodie,우디 우디,-1
Thorne Bay,손 베이,-17
Phaphlu,파플루,-3.75
Ekuk,에쿠크,-17
Bihac,비하치,-7
Beaver,비버,-17
Liverpool,리버풀,-8
Shimojishima,시모지시마,+0
Jinjiang,진장,-1
Bokeo,보케오,-2
Fukushima,후쿠시마,+0
Taipei,타이베이,-1
Seal Bay,실 베이,-17
Cocos Islands,코코스 제도,-3.5
Bournemouth,본머스,-8
Tekirdag,테키르다그,-6
Lengbati,렝바티,+1
Huizhou,후이저우,-1
Brasov,브라쇼브,-7
Angoon,앙군,-17
Hokitika,호키티카,+3
El Palomar,엘 팔로마르,-12
Cunderdin,쿤데르딘,-1
StMartin,생 마르탱,-13
Thandwe,탄드웨,-2.5
Bage,바게,-12
St. Cloud,세인트 클라우드,-14
Tawitawi Island,타위타위 제도,-1
Juazeiro do Norte,주아제이루 두 노르테,-12
Mansa,만사,-7
Gorna Oryahovitsa,고르나 오랴호비차,-7
Ocana,오카냐,-14
Summer Beaver,서머 비버,-15
Dunhuang,둔황,-1
Presidente Prudente,프레지덴테 프루덴테,-12
Porto Alegre,포르투 알레그레,-12
Okinawa,오키나와,+0
Blackpool,블랙풀,-8
